GEOID,year,d16,state,st,poptotal,noncit,popu18,popu25,pop3o,pop324,vapacs,medage,incmed,incpc,gini,hs,ged,some1,some2,assoc,bacc,mast,prof,phd,enroll,pop_check,nothilat,white,black,amind,asian,hawpi,other,multi,hilat,white_prop,black_prop,amind_prop,asian_prop,hawpi_prop,other_prop,multi_prop,hilat_prop,nonwh_prop,lexp,health_index,hsplus,baccplus,mastplus,hsprop,baccprop,gradprop,attain_score,attain_index,enroll_prop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
08,2012,0,Colorado,CO,5187582,273349,1231307,1742928,4989990,1545336,3682926,36.2,32901.6978,31854.5487,0.4579,619568,132632,209243,580017,288253,818469,342776,76550,53211,1395046,5187582,4098840,3599838,204851,29779,144241,4730,7364,108037,1088742,0.6939337055298596,0.03948872519027169,0.005740439380042571,0.027805054455042832,9.117928159978966e-4,0.0014195438260060276,0.02082608043593335,0.20987465836684605,0.30606629447014044,80.31,5.9625,3120719,1291006,472537,0.9059600761063376,0.37478539208872647,0.13717981544735697,1.417925283642421,6.119501890949474,0.9027460694632106,8.649887698948875,6.962963826949274,4.994343526634725,5.918799758411718,2569522,0.6990000000000001,0.645,0.6976849385515755
08,2016,1,Colorado,CO,5540545,300755,1260512,1795039,5339884,1594378,3979278,36.7,35274,34542,0.4586,673089,149055,218245,569121,322529,934273,409712,87779,61117,1382107,5540545,4359327,3796733,220728,28993,173588,7397,6313,125575,1181218,0.6852634533245375,0.039838680129842825,0.005232878715000059,0.03133049185594558,0.0013350672181166293,0.0011394185951021064,0.022664737855210993,0.21319527230624424,0.31473654667546247,80.09,5.870833333333335,3424920,1492881,558608,0.9144078263390848,0.39857925738204664,0.14914086374444468,1.4621279474655762,6.414186316437175,0.8668628142134425,7.624651834669786,6.817674822514711,5.477031699545981,6.029673039129599,2780247,0.7,0.6459999999999999,0.6986812683104825
09,2012,0,Connecticut,CT,3590347,238122,792766,1132369,3479966,1021988,2559459,40.4,38770.7742,38746.6173,0.4915,607054,75153,130546,302473,182429,503440,294155,73294,40248,954957,3590347,3079700,2512773,339063,6099,146701,2233,10714,62117,510647,0.6998691212854914,0.09443739003500219,0.001698721599889927,0.04085983889579475,6.219454554114128e-4,0.0029841126776882568,0.017301113235016003,0.14222775681570612,0.3001308787145086,80.91,6.212499999999999,2208792,911137,407697,0.8986215499080952,0.3706855797732933,0.16586682224169622,1.4351739519230846,6.234493012820565,0.93441116725441,9.55460477869743,7.341196934779519,6.132342319305961,6.539630672645288,1558960,0.613,0.556,0.6090974694261561
09,2016,1,Connecticut,CT,3576452,221505,752162,1108715,3469051,1001314,2602785,40.9,40323,41087,0.4945,597334,81442,120316,294834,186288,541369,297488,74865,39866,914755,3576452,3014105,2411769,352345,4968,159838,505,11451,73229,562347,0.6743468107498717,0.09851802848185856,0.0013890861669609994,0.044691778332268964,1.4120139177039144e-4,0.003201776509233173,0.020475320233572267,0.15723599813446398,0.3256531892501283,80.89,6.2041666666666675,2233802,953588,412219,0.905202620862758,0.3864220538898594,0.1670433275507074,1.458668002303325,6.391120015355499,0.9135545892696996,8.958702550562846,7.246980860424614,6.40449914065745,6.6035161962864075,1644920,0.637,0.583,0.6319845857418112
10,2012,0,Delaware,DE,917092,36062,204920,298480,882536,263924,676110,39.2,33368.031,30148.8615,0.4356,173099,21805,38540,86847,44331,111921,52001,9864,8903,236066,917092,838279,589642,191258,2543,30485,101,4138,20112,78813,0.6429474905462047,0.20854832448652916,0.0027728951948114257,0.03324093984027775,1.1013071752888478e-4,0.0045120882092527246,0.021930188029118124,0.08593794297627719,0.3570525094537953,78.6,5.249999999999998,547311,182689,70768,0.8847403542123334,0.2953208149858069,0.11439803948193698,1.2944592086800775,5.296394724533849,0.8944468862248223,8.412768177852065,6.335185875639921,5.091918664149352,5.532652255547827,413921,0.623,0.578,0.6122095517001671
10,2016,1,Delaware,DE,952065,42619,204237,289518,919219,256672,705209,40.6,35408,31712,0.4522,188694,23780,44010,78172,52228,121717,58672,12881,11799,227224,952065,864913,597331,203278,3281,35591,990,1419,23023,87152,0.6274056918382673,0.2135127328491227,0.0034461932746188547,0.03738295179425775,0.0010398449685683226,0.001490444454947929,0.024182172435705546,0.09153996838451156,0.37259430816173267,78.43,5.179166666666669,591953,205069,83352,0.8934505778457981,0.3095161550803188,0.125805414559269,1.328772147485386,5.525147649902573,0.8852699164692682,8.150569041979093,6.400288113928079,5.503319082385259,5.671457758863049,443814,0.642,0.5920000000000001,0.6293368348957543
11,2012,0,District of Columbia,DC,632323,50687,109452,192792,608482,168951,472184,33.7,47242.494,47585.9421,0.5343,69175,11906,15782,45655,14083,100904,77488,38125,16274,159737,632323,569597,222975,308286,1566,21717,54,1659,13340,62726,0.35262832444810643,0.4875451312066776,0.0024765823795749957,0.034344788976519915,8.539939239913779e-5,0.0026236591109290663,0.02109681286304626,0.09919930162274661,0.6473716755518936,78.08,5.033333333333333,389392,232791,131887,0.8859261349028851,0.5296349973039445,0.30006302172087973,1.7156241539277093,8.104161026184729,0.9454634775763388,9.870385073609679,8.692902375326378,7.502489695464952,6.8982982535061055,293764,0.615,0.555,0.6221388272368399
11,2016,1,District of Columbia,DC,681170,46918,120782,201012,654704,174546,513470,33.9,50364,50567,0.542,73974,11274,16770,45436,14086,115097,98988,38236,20554,168430,681170,606748,247185,315848,1529,25952,41,1929,14264,74422,0.3628829807537032,0.4636845427719952,0.0022446672636786706,0.038099152928050266,6.0190554487132436e-5,0.0028318921855043527,0.02094044071230383,0.10925613283027731,0.6371170192462968,78.01,5.004166666666668,434415,272875,157778,0.9047334419087051,0.5683025170881252,0.32859600381541076,1.801631962812241,8.677546418748273,0.9649605261650224,10.427443604714925,9.260845480737157,7.946082452331424,7.167678055906485,311268,0.604,0.5539999999999999,0.6062048415681539
12,2012,0,Florida,FL,19317568,1654785,4000973,5813821,18689114,5185367,13661810,41.1,27942.1812,26707.0284,0.4828,3457338,562857,863192,1939033,1236800,2329936,874523,272260,146350,4688008,19317568,14833367,10966711,2958587,41291,477131,10245,51896,327506,4484201,0.5677066077883096,0.15315525225535637,0.002137484387268625,0.024699330681791826,5.303462630492616e-4,0.0026864665365743763,0.016953790456438408,0.23213072163121154,0.4322933922116904,79.6,5.666666666666664,11682289,3623069,1293133,0.8651146233708318,0.26830101304474974,0.09576105061802476,1.2291766870336063,4.861177913557375,0.9040841275072719,8.688117928779196,6.1368245852979815,3.861583415614262,5.120891791805001,8474179,0.628,0.551,0.6202823051996771
12,2016,1,Florida,FL,20612439,1734737,4145140,5908768,19944148,5240477,14732562,42.1,29550,28621,0.4852,3629364,620369,937204,2023944,1429121,2675907,1061264,307323,163962,4718808,20612439,15485861,11271384,3162469,38654,550606,10290,70928,381530,5126578,0.5468243714390131,0.15342526908145127,0.0018752754101540336,0.02671231677144078,4.992131207762459e-4,0.003441028982547868,0.018509696984427705,0.248712828210189,0.4531756285609869,79.46,5.608333333333331,12848458,4208456,1532549,0.8738265430449308,0.28621804718019056,0.1042290051239585,1.2642735953490798,5.095157302327199,0.9004539090620949,8.58439740177414,6.2582373354761796,4.249458993298604,5.303222273179562,9420039,0.645,0.569,0.6394026375045969
13,2012,0,Georgia,GA,9919945,532256,2495747,3516107,9540591,3136753,6891942,35.7,29704.584600000002,25544.3463,0.4809,1492541,318325,365365,1007268,453039,1140757,468599,123173,74746,2797844,9919945,9015602,5460416,3023619,17070,335167,2458,18170,158702,904343,0.5504482131705367,0.30480199234975597,0.0017207756696231682,0.03378718329587513,2.477836318648944e-4,0.001831663381198182,0.015998274183979852,0.09116411431716608,0.4495517868294633,77.76,4.900000000000002,5443813,1807275,666518,0.8500859953046908,0.2822174764570871,0.1040810214124717,1.2363844931742496,4.9092299544949975,0.8919554711512191,8.341584890034833,6.053348266341609,4.285632958379912,5.0280806839409875,3900050,0.59,0.523,0.5658854935227255
13,2016,1,Georgia,GA,10310371,558480,2510610,3524976,9922591,3137196,7241281,36.5,31026,28183,0.4813,1550795,333285,372145,1022060,518208,1270275,560593,145085,90323,2747236,10310371,9348037,5484889,3205543,17417,396429,5134,32116,206509,962334,0.5319778502635841,0.31090471914153234,0.0016892699593448188,0.03844953784883202,4.979452242795143e-4,0.0031149218587769537,0.020029250159863305,0.09333650554378693,0.46802214973641587,77.46,4.774999999999998,5862769,2066276,796001,0.8640276653017253,0.3045181599597371,0.11731093031430005,1.2858567555757623,5.239045037171749,0.8756979162283772,7.8770833208107796,6.118391131718092,4.5873857624984975,5.117509116706341,4114732,0.591,0.526,0.568232609672239
15,2012,0,Hawaii,HI,1392313,99990,302881,440032,1340261,387980,989442,38.3,33058.1925,29512.3797,0.4257,244511,24793,49630,159959,95686,186586,66566,22483,10581,336071,1392313,1260570,317032,24104,2069,520824,130717,2760,263064,131743,0.2277016734024605,0.017312199196588697,0.0014860164345229844,0.3740710601710966,0.09388478021824116,0.001982312885105576,0.1889402742055845,0.09462168348639997,0.7722983265975395,81.42,6.425000000000001,860795,286216,99630,0.9039296174133475,0.30055834359816064,0.10462248012928957,1.3091104411407979,5.39406960760532,0.8662070209804629,7.605914885156083,6.131351366788907,5.027241669724307,5.828896805256995,434697,0.442,0.39899999999999997,0.4393355042539128
15,2016,1,Hawaii,HI,1428557,102161,307765,437620,1374882,383945,1018631,38.9,35514,32634,0.442,255380,22363,53877,158800,104261,211850,67803,21989,14951,331540,1428557,1280407,315242,24389,1718,527847,131672,1852,277687,148150,0.2206716287834507,0.017072472431971564,0.0012026121463826784,0.36949663191598237,0.0921713309304424,0.001296413093772247,0.194382863266919,0.10370604743107906,0.7793283712165493,81.74,6.558333333333332,911274,316593,104743,0.9196084110291572,0.319488524497521,0.10570096787182233,1.3447979033985007,5.631986022656671,0.8635090963549467,7.528831324427049,6.264267789913463,5.524043201297837,6.099678653690322,428937,0.423,0.38299999999999995,0.4210916416248867
16,2012,0,Idaho,ID,1595728,53607,424752,582942,1529311,516525,1117369,35.2,24923.619,23162.2659,0.4302,229196,51266,88109,191670,91295,175020,56911,14927,11035,454364,1595728,1410569,1330942,8263,17157,18757,1686,1917,31847,185159,0.8340657054335074,0.005178200796125656,0.010751832392487943,0.011754509540473064,0.0010565710446893205,0.0012013325579296721,0.019957661957426327,0.11603418627736055,0.16593429456649256,79.49,5.620833333333332,909429,257893,82873,0.8979478389314228,0.25463720865019857,0.08182676300817744,1.234411810589799,4.896078737265326,0.8796553893809593,7.990153982313125,5.927437152281259,3.0689929978837265,4.676143761580208,652274,0.598,0.556,0.5837588119949632
16,2016,1,Idaho,ID,1683140,55421,436457,595875,1616630,529365,1191262,36.1,26998,25678,0.4503,243314,59552,91151,184334,104375,203363,65673,17642,13732,454191,1683140,1475892,1385885,10184,21522,22993,1910,702,32696,207248,0.8233925876635336,0.00605059591002531,0.012786815119360244,0.01366077688130518,0.001134783796950937,4.1707760495264805e-4,0.019425597395344416,0.12313176562852764,0.17660741233646637,79.23,5.512500000000001,983136,300410,97047,0.9042284999517137,0.2762987864044184,0.08925790860553774,1.26978519496167,5.131901299744467,0.8579921226374997,7.371203503928564,5.878335367805832,3.623264297269012,4.896671753373119,690255,0.5920000000000001,0.55,0.5794317287045168
17,2012,0,Illinois,IL,12875255,877225,3063051,4316360,12403972,3845077,8934979,37,32904.8487,30186.672300000002,0.4716,2006099,307103,565971,1264199,647039,1684348,751407,175113,96485,3478102,12875255,10775247,8093687,1825624,12917,612771,3484,16159,210605,2100008,0.6286234330892864,0.14179323050300752,0.001003242265881336,0.047592921460584664,2.7059658235895133e-4,0.0012550431040006585,0.016357345932177653,0.16310418706270283,0.37137656691071363,79.16,5.4833333333333325,7497764,2707353,1023005,0.8760200937153686,0.31632038948953106,0.11952535928995507,1.3118658424948546,5.412438949965698,0.9045597786468256,8.701707961337874,6.508861953756423,4.995007447598233,5.628101867242132,5242014,0.589,0.5329999999999999,0.5866845350168143
17,2016,1,Illinois,IL,12801539,840362,2922719,4136320,12343102,3677883,9038458,37.9,34774,32849,0.481,1942508,307884,559821,1263305,682989,1813840,830129,188580,109736,3286606,12801539,10622749,7886677,1790654,15415,679106,3126,18718,229053,2178790,0.616072567524889,0.13987802560301538,0.0012041520945255098,0.05304877796333706,2.441893900413068e-4,0.0014621679471507293,0.017892614317700395,0.1701975051593406,0.38392743247511096,79.17,5.487500000000001,7698792,2942285,1128445,0.8884705626020531,0.33955114117715895,0.1302269452162721,1.3582486489954841,5.721657659969894,0.8936135271296014,8.388957917988613,6.610757745976134,5.378055106263721,5.799853288430807,5536424,0.616,0.561,0.6125407674627685
18,2012,0,Indiana,IN,6537334,176375,1589419,2258389,6288186,2009241,4771540,37.3,28763.5158,25100.0694,0.4417,1288444,222358,283019,602891,347606,643210,259870,55872,43157,1753514,6537334,6128434,5289249,590436,12462,107176,1722,9667,117722,408900,0.809083488773864,0.09031755146669881,0.0019062816738444142,0.016394450704216735,2.634101301845676e-4,0.0014787373568491376,0.018007646542153116,0.06254843335218914,0.19091651122613595,77.48,4.783333333333335,3746427,1002109,358899,0.8755492300087989,0.2341953448805722,0.08387558148094916,1.1936201563703202,4.624134375802134,0.8727245760961477,7.792130745604222,5.680133165736163,4.062434721530983,4.796876306294097,2624534,0.552,0.529,0.5500391907015345
18,2016,1,Indiana,IN,6633053,188215,1577533,2240477,6387865,1995289,4867305,37.6,30906,27464,0.4527,1250854,231028,291768,608445,374136,716293,301847,64188,42518,1684219,6633053,6184974,5273458,608667,13870,140694,2786,10478,135021,448079,0.7950272672327509,0.09176272223363811,0.0020910431440846317,0.021211047160334767,4.20017750498903e-4,0.0015796647486459102,0.020355784885180323,0.06755245284486645,0.20497273276724914,77.08,4.616666666666666,3881077,1124846,408553,0.8835537506920769,0.25607889311419996,0.09300988759215549,1.2326425313984324,4.884283542656216,0.8440977723026589,6.974222065790256,5.580929717034229,4.560518863322496,4.897973632039168,2734958,0.564,0.54,0.5619039694451036
19,2012,0,Iowa,IA,3074186,75144,722666,1037193,2959203,922210,2276376,38,31032.163800000002,27765.7308,0.4328,578840,78802,158526,286686,226481,368331,117508,29743,20738,809898,3074186,2913542,2705704,89449,6729,56038,2189,3064,50369,160644,0.880136725624279,0.02909680806561477,0.002188872111186506,0.01822856522019162,7.120584115600032e-4,9.966866025673139e-4,0.0163844998318254,0.05225578413277531,0.11986327437572097,79.65,5.687500000000002,1865655,536320,167989,0.9158867998073631,0.2632900554886541,0.0824691101049439,1.261645965400961,5.07763976933974,0.8782142895869705,7.948979702484871,6.034753080388116,4.5887629734884845,5.400394836769071,1582180,0.703,0.6709999999999999,0.6950433496048104
19,2016,1,Iowa,IA,3134693,86794,726967,1047673,3017234,930214,2320932,38,31717,30047,0.4451,569965,79567,150902,287271,234055,398242,135083,35270,24567,804741,3134693,2955631,2708501,108502,8662,74554,3700,2784,48928,179062,0.8640402744383581,0.03461327791908171,0.002763269002738067,0.023783509262310536,0.0011803388721000748,8.881252486288131e-4,0.015608546036246613,0.05712265922053611,0.13595972556164193,79.37,5.570833333333335,1914922,593162,194920,0.9175388831923029,0.2842148134660904,0.09339632586175504,1.2951500225201482,5.301000150134322,0.8651138340209887,7.574680972028251,6.058893757432298,4.7401005835837164,5.428756387733776,1566031,0.684,0.6509999999999999,0.6747423017994495
20,2012,0,Kansas,KS,2885905,108372,721277,1022681,2768504,905280,2056256,36,29990.266200000002,27717.417,0.4496,432186,77218,149439,306074,149866,362899,149868,33378,20097,802896,2885905,2570129,2234826,162574,22793,71374,2155,1204,75203,315776,0.7743934744906711,0.05633380170171922,0.007898042381852486,0.024731929845230524,7.467328273106703e-4,4.172001503861007e-4,0.026058723346749114,0.10942009525608085,0.22560652550932891,78.58,5.241666666666665,1681025,566242,203343,0.9022130457744211,0.30390441514278477,0.10913502616969296,1.315252487086899,5.435016580579326,0.8869034994697773,8.197242841993639,6.35575866771743,4.351991919011776,5.2534139867801635,1156254,0.569,0.535,0.5623103348999346
20,2016,1,Kansas,KS,2907289,114459,714919,1015353,2789271,897335,2077911,36.5,31098,28950,0.455,419534,76760,147685,290658,157030,390861,170982,37627,21956,774902,2907289,2570380,2216482,161027,18397,79100,2922,3221,89231,336909,0.7623879153396859,0.05538733851364622,0.006327888283552134,0.027207477481598838,0.0010050600404706929,0.0011079049932772422,0.030692167170171248,0.11588424817759775,0.23761208466031414,78.6,5.249999999999998,1713093,621426,230565,0.9054709038783553,0.328460370752499,0.12186723018114777,1.355798504812002,5.7053233654133475,0.8635593173118178,7.530266208909081,6.3136376465785915,4.603456068297865,5.343686687072429,1184402,0.5770000000000001,0.54,0.5699965012938475
21,2012,0,Kentucky,KY,4380415,74188,1017979,1444954,4224180,1288719,3288248,38.4,27759.429,23864.9166,0.4667,800468,200288,192121,414942,211692,378979,185306,46602,28258,1108468,4380415,4246380,3760302,340056,6965,55143,2149,4783,76982,134035,0.8584351026101408,0.07763100071568561,0.0015900319946854351,0.01258853327823962,4.905927862999283e-4,0.0010919056756037956,0.017574133957627303,0.030598698981717486,0.14156489738985922,75.77,4.070833333333332,2458656,639145,260166,0.8375706575560022,0.21773241068438653,0.08862866854643955,1.1439317367868282,4.292878245245522,0.8601316501114673,7.432332860327638,5.339363116939561,3.816090132109305,4.361110936994292,1797212,0.557,0.534,0.5465560991750014
21,2016,1,Kentucky,KY,4436974,82213,1012457,1441465,4275617,1280108,3342304,38.7,30070,26046,0.4813,769421,198878,196649,443391,256369,419081,202997,51228,29035,1085033,4436974,4285054,3765752,360428,10692,60837,1934,7172,78239,151920,0.8487207723101375,0.08123284021948292,0.002409750429008599,0.013711371759221488,4.358826533578966e-4,0.001616416954437867,0.017633414124130546,0.03423955155022319,0.15127922768986246,75.19,3.8291666666666657,2567049,702341,283260,0.8569658779192451,0.2344646602630805,0.094561558653304,1.1859920968356295,4.573280645570863,0.8476105141128717,7.074586117510621,5.407049136217449,4.370399907155637,4.489471870094741,1924149,0.586,0.561,0.5756953885702797
22,2012,0,Louisiana,LA,4601893,92991,1119124,1595288,4423331,1416726,3389778,36,28644.8319,24997.14,0.4859,869245,160720,157638,488181,160063,433223,155282,45446,26117,1207176,4601893,4394257,2748748,1472115,22089,71648,2209,10375,67073,207636,0.5973081077721711,0.3198933569294201,0.0047999812251175765,0.015569245091096208,4.800198526997477e-4,0.002254507003965542,0.014575088990552366,0.04511969313497728,0.40269189222782886,75.82,4.091666666666664,2495915,660068,226845,0.8301439663673812,0.21953931427640144,0.07544888670111305,1.1251321673448955,4.1675477822993034,0.8520885478208207,7.202529937737734,5.179208500778779,4.033768645961939,4.405124720866274,1994065,0.602,0.57,0.5882582871208675
22,2016,1,Louisiana,LA,4681666,97669,1117281,1566646,4492545,1377525,3466716,36.5,30261,25664,0.499,891304,167969,168026,486089,187288,473299,169554,56083,28970,1172916,4681666,4450498,2754601,1502898,24319,77518,562,7665,82935,231168,0.5883805038633683,0.3210177744418333,0.005194518361625968,0.016557780926704298,1.2004273692313804e-4,0.0016372376841919094,0.017714847663203654,0.04937729432214942,0.41161949613663174,75.94,4.141666666666666,2628582,727906,254607,0.8438411310360768,0.23367618827487463,0.08173526975749755,1.159252589068449,4.395017260456327,0.851466216584091,7.184749045259745,5.324927855390799,4.41429794973334,4.600271933477892,2029032,0.6,0.568,0.5852893631898315
23,2012,0,Maine,ME,1329192,18743,265987,382175,1292046,345029,1044462,43.5,28526.148,27328.806,0.445,278442,50825,59370,128191,85732,171449,65911,16093,11276,306571,1329192,1310741,1250688,13316,7462,14396,127,453,24299,18451,0.9409385551523031,0.010018116269131924,0.0056139368879740475,0.0108306399677398,9.554676826222246e-5,3.408085513605258e-4,0.018281030881919243,0.013881365521309186,0.05906144484769693,79.23,5.512500000000001,867289,264729,93280,0.9158114373870796,0.27953986042489204,0.09849875978995097,1.2938500576019225,5.292333717346151,0.8885369055934429,8.243911588384083,6.276193007692128,4.004983551568785,5.174660676976312,713180,0.682,0.67,0.6828204376990259
23,2016,1,Maine,ME,1331479,19637,254951,364910,1295874,329305,1056891,44.5,30594,29604,0.4519,272769,45600,57718,130222,94984,181434,79538,18162,12004,293857,1331479,1310765,1243607,17963,7130,17499,214,900,23452,20714,0.9340042163639081,0.013491012625809344,0.005354947393086936,0.013142527970775355,1.6072352624412403e-4,6.759400636435122e-4,0.01761349596951961,0.015557136087013014,0.06599578363609193,78.65,5.270833333333336,892431,291138,109704,0.9232977676710096,0.3012076737408297,0.11349836380020464,1.338003805212044,5.586692034746959,0.8923551115227525,8.353003186364358,6.508795751952759,4.490173728681185,5.360611790835773,747927,0.7070000000000001,0.6940000000000001,0.7076671104210368
