GEOID,year,d14,d16,state,st,poptotal,noncit,popu18,popu25,pop3o,pop324,vapacs,medage,incmed,incpc,gini,hs,ged,some1,some2,assoc,bacc,mast,prof,phd,enroll,pop_check,nothilat,white,black,amind,asian,hawpi,other,multi,hilat,white_prop,black_prop,amind_prop,asian_prop,hawpi_prop,other_prop,multi_prop,hilat_prop,nonwh_prop,lexp,health_index,hsplus,baccplus,mastplus,hsprop,baccprop,gradprop,attain_score,attain_index,enroll_prop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
15,2014,1,0,Hawaii,HI,1419561,95635,308354,444975,1364015,389429,1015572,38.1,33847.897600000004,30069.043200000004,0.4325,256074,21593,55478,156064,102149,200315,66113,22015,13896,335539,1419561,1276323,325266,28383,1533,518355,132722,1125,268939,143238,0.22913140048226177,0.01999420947743704,0.0010799113246982694,0.3651516208179853,0.09349510165466648,7.924985259527417e-4,0.1894522320632928,0.10090302565370561,0.7708685995177382,81.62,6.508333333333335,893697,302339,102024,0.9170016807136568,0.3102230075129337,0.10468445062826677,1.3319091388548572,5.546060925699048,0.8616179072436824,7.4747973498194975,6.188973067072531,5.19091213686833,5.935318370900279,366125,0.36200000000000004,0.32899999999999996,0.3605111208264899
15,2016,0,1,Hawaii,HI,1428557,102161,307765,437620,1374882,383945,1018631,38.9,35514,32634,0.442,255380,22363,53877,158800,104261,211850,67803,21989,14951,331540,1428557,1280407,315242,24389,1718,527847,131672,1852,277687,148150,0.2206716287834507,0.017072472431971564,0.0012026121463826784,0.36949663191598237,0.0921713309304424,0.001296413093772247,0.194382863266919,0.10370604743107906,0.7793283712165493,81.74,6.558333333333332,911274,316593,104743,0.9196084110291572,0.319488524497521,0.10570096787182233,1.3447979033985007,5.631986022656671,0.8635090963549467,7.528831324427049,6.264267789913463,5.524043201297837,6.099678653690322,428937,0.423,0.38299999999999995,0.4210916416248867
16,2012,0,0,Idaho,ID,1595728,53607,424752,582942,1529311,516525,1117369,35.2,24923.619,23162.2659,0.4302,229196,51266,88109,191670,91295,175020,56911,14927,11035,454364,1595728,1410569,1330942,8263,17157,18757,1686,1917,31847,185159,0.8340657054335074,0.005178200796125656,0.010751832392487943,0.011754509540473064,0.0010565710446893205,0.0012013325579296721,0.019957661957426327,0.11603418627736055,0.16593429456649256,79.49,5.620833333333332,909429,257893,82873,0.8979478389314228,0.25463720865019857,0.08182676300817744,1.234411810589799,4.896078737265326,0.8796553893809593,7.990153982313125,5.927437152281259,3.0689929978837265,4.676143761580208,652274,0.598,0.556,0.5837588119949632
16,2014,1,0,Idaho,ID,1634464,54769,431265,589271,1569382,524189,1148430,35.9,25426.624000000003,24206.105600000003,0.4541,240690,54172,96818,191639,97174,175108,58255,16311,11848,445627,1634464,1437552,1352954,10317,17847,22647,1646,1086,31055,196912,0.8277661667678211,0.006312161050962273,0.01091917595003622,0.013855918515182959,0.001007057971298236,6.644380053644497e-4,0.019000112575131664,0.12047496916420307,0.1722338332321789,79.27,5.529166666666665,942015,261522,86414,0.9012833036577933,0.2502140752951847,0.08267755333225538,1.2341749322852333,4.894499548568223,0.8501265764829098,7.146473613797424,5.645157570311289,3.207520511990606,4.643388955506555,439830,0.39299999999999996,0.365,0.382983725608004
16,2016,0,1,Idaho,ID,1683140,55421,436457,595875,1616630,529365,1191262,36.1,26998,25678,0.4503,243314,59552,91151,184334,104375,203363,65673,17642,13732,454191,1683140,1475892,1385885,10184,21522,22993,1910,702,32696,207248,0.8233925876635336,0.00605059591002531,0.012786815119360244,0.01366077688130518,0.001134783796950937,4.1707760495264805e-4,0.019425597395344416,0.12313176562852764,0.17660741233646637,79.23,5.512500000000001,983136,300410,97047,0.9042284999517137,0.2762987864044184,0.08925790860553774,1.26978519496167,5.131901299744467,0.8579921226374997,7.371203503928564,5.878335367805832,3.623264297269012,4.896671753373119,690255,0.5920000000000001,0.55,0.5794317287045168
17,2012,0,0,Illinois,IL,12875255,877225,3063051,4316360,12403972,3845077,8934979,37,32904.8487,30186.672300000002,0.4716,2006099,307103,565971,1264199,647039,1684348,751407,175113,96485,3478102,12875255,10775247,8093687,1825624,12917,612771,3484,16159,210605,2100008,0.6286234330892864,0.14179323050300752,0.001003242265881336,0.047592921460584664,2.7059658235895133e-4,0.0012550431040006585,0.016357345932177653,0.16310418706270283,0.37137656691071363,79.16,5.4833333333333325,7497764,2707353,1023005,0.8760200937153686,0.31632038948953106,0.11952535928995507,1.3118658424948546,5.412438949965698,0.9045597786468256,8.701707961337874,6.508861953756423,4.995007447598233,5.628101867242132,5242014,0.589,0.5329999999999999,0.5866845350168143
17,2014,1,0,Illinois,IL,12880580,844915,2984734,4241504,12417902,3778826,9050931,37.5,32352.332800000004,30757.670400000003,0.4765,1985764,319917,567622,1240128,670372,1737022,808866,178177,109342,3379651,12880580,10729074,8006397,1812812,14333,659915,4616,20358,210643,2151506,0.6215866832083649,0.14073993562401693,0.0011127604502281729,0.05123332955503557,3.583689554352366e-4,0.0015805188896773283,0.01635353376944206,0.16703486954779986,0.37841331679163515,79.23,5.512500000000001,7617210,2833407,1096385,0.8817158223865608,0.3279757001790469,0.12690998435480833,1.336601506920416,5.577343379469441,0.8943653399230342,8.410438283515266,6.521708347484715,4.8776048497256905,5.597217669781068,3627690,0.402,0.366,0.40080849141375624
17,2016,0,1,Illinois,IL,12801539,840362,2922719,4136320,12343102,3677883,9038458,37.9,34774,32849,0.481,1942508,307884,559821,1263305,682989,1813840,830129,188580,109736,3286606,12801539,10622749,7886677,1790654,15415,679106,3126,18718,229053,2178790,0.616072567524889,0.13987802560301538,0.0012041520945255098,0.05304877796333706,2.441893900413068e-4,0.0014621679471507293,0.017892614317700395,0.1701975051593406,0.38392743247511096,79.17,5.487500000000001,7698792,2942285,1128445,0.8884705626020531,0.33955114117715895,0.1302269452162721,1.3582486489954841,5.721657659969894,0.8936135271296014,8.388957917988613,6.610757745976134,5.378055106263721,5.799853288430807,5536424,0.616,0.561,0.6125407674627685
18,2012,0,0,Indiana,IN,6537334,176375,1589419,2258389,6288186,2009241,4771540,37.3,28763.5158,25100.0694,0.4417,1288444,222358,283019,602891,347606,643210,259870,55872,43157,1753514,6537334,6128434,5289249,590436,12462,107176,1722,9667,117722,408900,0.809083488773864,0.09031755146669881,0.0019062816738444142,0.016394450704216735,2.634101301845676e-4,0.0014787373568491376,0.018007646542153116,0.06254843335218914,0.19091651122613595,77.48,4.783333333333335,3746427,1002109,358899,0.8755492300087989,0.2341953448805722,0.08387558148094916,1.1936201563703202,4.624134375802134,0.8727245760961477,7.792130745604222,5.680133165736163,4.062434721530983,4.796876306294097,2624534,0.552,0.529,0.5500391907015345
18,2014,1,0,Indiana,IN,6596855,175002,1583674,2253939,6351063,2008147,4838179,37.4,29301.542400000002,25421.568000000003,0.4455,1263948,224065,288684,625951,367996,682893,290178,55635,41896,1727143,6596855,6171390,5293743,605194,10818,129562,2164,10049,119860,425465,0.8024646592959827,0.09173977599932089,0.0016398723331041837,0.019639964801409157,3.2803510157491716e-4,0.0015233016338846313,0.018169263990189265,0.06449512684453425,0.19753534070401735,77.41,4.7541666666666655,3841246,1070602,387709,0.8844854471051248,0.24651685641628804,0.08927388878808616,1.220276192309499,4.801841282063326,0.8600680129492512,7.430514655692892,5.678065739939848,4.190919645753222,4.836465019822308,1341814,0.278,0.267,0.27733864332014174
18,2016,0,1,Indiana,IN,6633053,188215,1577533,2240477,6387865,1995289,4867305,37.6,30906,27464,0.4527,1250854,231028,291768,608445,374136,716293,301847,64188,42518,1684219,6633053,6184974,5273458,608667,13870,140694,2786,10478,135021,448079,0.7950272672327509,0.09176272223363811,0.0020910431440846317,0.021211047160334767,4.20017750498903e-4,0.0015796647486459102,0.020355784885180323,0.06755245284486645,0.20497273276724914,77.08,4.616666666666666,3881077,1124846,408553,0.8835537506920769,0.25607889311419996,0.09300988759215549,1.2326425313984324,4.884283542656216,0.8440977723026589,6.974222065790256,5.580929717034229,4.560518863322496,4.897973632039168,2734958,0.564,0.54,0.5619039694451036
19,2012,0,0,Iowa,IA,3074186,75144,722666,1037193,2959203,922210,2276376,38,31032.163800000002,27765.7308,0.4328,578840,78802,158526,286686,226481,368331,117508,29743,20738,809898,3074186,2913542,2705704,89449,6729,56038,2189,3064,50369,160644,0.880136725624279,0.02909680806561477,0.002188872111186506,0.01822856522019162,7.120584115600032e-4,9.966866025673139e-4,0.0163844998318254,0.05225578413277531,0.11986327437572097,79.65,5.687500000000002,1865655,536320,167989,0.9158867998073631,0.2632900554886541,0.0824691101049439,1.261645965400961,5.07763976933974,0.8782142895869705,7.948979702484871,6.034753080388116,4.5887629734884845,5.400394836769071,1582180,0.703,0.6709999999999999,0.6950433496048104
19,2014,1,0,Iowa,IA,3107126,86151,725591,1044392,2992054,929320,2295384,38.2,31191.475200000004,28678.643200000002,0.4433,571438,83452,147511,293611,233906,383943,129844,31909,24730,804095,3107126,2936059,2707827,96102,8337,67946,2524,1039,52284,171067,0.8714892798039088,0.03092954711202571,0.002683186970853451,0.02186779680000103,8.123262461837724e-4,3.343926187737478e-4,0.01682712577475133,0.055056344673502136,0.12851072019609122,79.56,5.65,1900344,570426,186483,0.9212743863241698,0.2765388072335066,0.09040574305751493,1.2882189366151913,5.254792910767941,0.8652509361683812,7.578598176239465,6.029394665925116,4.624264191868393,5.400760675482171,1129700,0.498,0.473,0.49216166009695983
19,2016,0,1,Iowa,IA,3134693,86794,726967,1047673,3017234,930214,2320932,38,31717,30047,0.4451,569965,79567,150902,287271,234055,398242,135083,35270,24567,804741,3134693,2955631,2708501,108502,8662,74554,3700,2784,48928,179062,0.8640402744383581,0.03461327791908171,0.002763269002738067,0.023783509262310536,0.0011803388721000748,8.881252486288131e-4,0.015608546036246613,0.05712265922053611,0.13595972556164193,79.37,5.570833333333335,1914922,593162,194920,0.9175388831923029,0.2842148134660904,0.09339632586175504,1.2951500225201482,5.301000150134322,0.8651138340209887,7.574680972028251,6.058893757432298,4.7401005835837164,5.428756387733776,1566031,0.684,0.6509999999999999,0.6747423017994495
20,2012,0,0,Kansas,KS,2885905,108372,721277,1022681,2768504,905280,2056256,36,29990.266200000002,27717.417,0.4496,432186,77218,149439,306074,149866,362899,149868,33378,20097,802896,2885905,2570129,2234826,162574,22793,71374,2155,1204,75203,315776,0.7743934744906711,0.05633380170171922,0.007898042381852486,0.024731929845230524,7.467328273106703e-4,4.172001503861007e-4,0.026058723346749114,0.10942009525608085,0.22560652550932891,78.58,5.241666666666665,1681025,566242,203343,0.9022130457744211,0.30390441514278477,0.10913502616969296,1.315252487086899,5.435016580579326,0.8869034994697773,8.197242841993639,6.35575866771743,4.351991919011776,5.2534139867801635,1156254,0.569,0.535,0.5623103348999346
20,2014,1,0,Kansas,KS,2904021,113861,722487,1022500,2785340,903819,2067673,36.2,30724.300800000005,28182.144000000004,0.4597,419478,79272,154706,298813,153284,381292,156450,33162,22180,785489,2904021,2575064,2227984,165265,21502,75742,2383,1845,80343,328957,0.7672065732307032,0.0569090237295116,0.007404216429564387,0.02608176731504352,8.205863525091589e-4,6.353259842129241e-4,0.02766612224911597,0.11327638470933922,0.23279342676929682,78.62,5.258333333333335,1698637,593084,211792,0.9027999156001979,0.3152151902636218,0.11256424988081451,1.3305793557446344,5.53719570496423,0.8690777688895674,7.687936253987643,6.254109221305367,4.519638867083864,5.297111360312797,869502,0.425,0.39799999999999996,0.4205220071065396
20,2016,0,1,Kansas,KS,2907289,114459,714919,1015353,2789271,897335,2077911,36.5,31098,28950,0.455,419534,76760,147685,290658,157030,390861,170982,37627,21956,774902,2907289,2570380,2216482,161027,18397,79100,2922,3221,89231,336909,0.7623879153396859,0.05538733851364622,0.006327888283552134,0.027207477481598838,0.0010050600404706929,0.0011079049932772422,0.030692167170171248,0.11588424817759775,0.23761208466031414,78.6,5.249999999999998,1713093,621426,230565,0.9054709038783553,0.328460370752499,0.12186723018114777,1.355798504812002,5.7053233654133475,0.8635593173118178,7.530266208909081,6.3136376465785915,4.603456068297865,5.343686687072429,1184402,0.5770000000000001,0.54,0.5699965012938475
21,2012,0,0,Kentucky,KY,4380415,74188,1017979,1444954,4224180,1288719,3288248,38.4,27759.429,23864.9166,0.4667,800468,200288,192121,414942,211692,378979,185306,46602,28258,1108468,4380415,4246380,3760302,340056,6965,55143,2149,4783,76982,134035,0.8584351026101408,0.07763100071568561,0.0015900319946854351,0.01258853327823962,4.905927862999283e-4,0.0010919056756037956,0.017574133957627303,0.030598698981717486,0.14156489738985922,75.77,4.070833333333332,2458656,639145,260166,0.8375706575560022,0.21773241068438653,0.08862866854643955,1.1439317367868282,4.292878245245522,0.8601316501114673,7.432332860327638,5.339363116939561,3.816090132109305,4.361110936994292,1797212,0.557,0.534,0.5465560991750014
21,2014,1,0,Kentucky,KY,4413457,90553,1015303,1446276,4253594,1286413,3307601,38.5,27128.4736,23949.260800000004,0.4704,789610,213973,197815,416570,228473,386963,197252,47789,27697,1078943,4413457,4268287,3769031,345388,8083,54208,2402,4926,84249,145170,0.8539861156458531,0.07825792796893682,0.0018314441491103233,0.012282435288255896,5.442445683734995e-4,0.001116131866697693,0.019089117668983746,0.032892582843788896,0.14601388435414686,75.83,4.095833333333332,2506142,659701,272738,0.8446205337658875,0.22233257762165504,0.09191822136903681,1.1588713327565794,4.392475551710529,0.83872209002863,6.8206311436751434,5.2018607490320665,3.656688773812951,4.271000926051842,1435868,0.442,0.42200000000000004,0.43411161140657534
21,2016,0,1,Kentucky,KY,4436974,82213,1012457,1441465,4275617,1280108,3342304,38.7,30070,26046,0.4813,769421,198878,196649,443391,256369,419081,202997,51228,29035,1085033,4436974,4285054,3765752,360428,10692,60837,1934,7172,78239,151920,0.8487207723101375,0.08123284021948292,0.002409750429008599,0.013711371759221488,4.358826533578966e-4,0.001616416954437867,0.017633414124130546,0.03423955155022319,0.15127922768986246,75.19,3.8291666666666657,2567049,702341,283260,0.8569658779192451,0.2344646602630805,0.094561558653304,1.1859920968356295,4.573280645570863,0.8476105141128717,7.074586117510621,5.407049136217449,4.370399907155637,4.489471870094741,1924149,0.586,0.561,0.5756953885702797
22,2012,0,0,Louisiana,LA,4601893,92991,1119124,1595288,4423331,1416726,3389778,36,28644.8319,24997.14,0.4859,869245,160720,157638,488181,160063,433223,155282,45446,26117,1207176,4601893,4394257,2748748,1472115,22089,71648,2209,10375,67073,207636,0.5973081077721711,0.3198933569294201,0.0047999812251175765,0.015569245091096208,4.800198526997477e-4,0.002254507003965542,0.014575088990552366,0.04511969313497728,0.40269189222782886,75.82,4.091666666666664,2495915,660068,226845,0.8301439663673812,0.21953931427640144,0.07544888670111305,1.1251321673448955,4.1675477822993034,0.8520885478208207,7.202529937737734,5.179208500778779,4.033768645961939,4.405124720866274,1994065,0.602,0.57,0.5882582871208675
22,2014,1,0,Louisiana,LA,4649676,105636,1114784,1588988,4469571,1408883,3429256,36.1,29816.243200000004,25077.760000000002,0.4902,876986,156542,164415,493580,165066,463860,160595,47873,29268,1179507,4649676,4425787,2753573,1493046,23474,78138,2661,8007,66888,223889,0.5922075000494658,0.32110753523471314,0.0050485238111214635,0.016805041899693656,5.722979407597433e-4,0.0017220554722522602,0.014385518474835665,0.04815152711715827,0.40779249995053424,75.76,4.066666666666669,2558185,701596,237736,0.8358202469510123,0.22922819967275332,0.07767403930096763,1.1427224859247331,4.284816572831554,0.8371930103493335,6.7769431528381,5.115525432833735,4.311645008743865,4.476349012736544,1472039,0.439,0.415,0.42925899961974257
22,2016,0,1,Louisiana,LA,4681666,97669,1117281,1566646,4492545,1377525,3466716,36.5,30261,25664,0.499,891304,167969,168026,486089,187288,473299,169554,56083,28970,1172916,4681666,4450498,2754601,1502898,24319,77518,562,7665,82935,231168,0.5883805038633683,0.3210177744418333,0.005194518361625968,0.016557780926704298,1.2004273692313804e-4,0.0016372376841919094,0.017714847663203654,0.04937729432214942,0.41161949613663174,75.94,4.141666666666666,2628582,727906,254607,0.8438411310360768,0.23367618827487463,0.08173526975749755,1.159252589068449,4.395017260456327,0.851466216584091,7.184749045259745,5.324927855390799,4.41429794973334,4.600271933477892,2029032,0.6,0.568,0.5852893631898315
23,2012,0,0,Maine,ME,1329192,18743,265987,382175,1292046,345029,1044462,43.5,28526.148,27328.806,0.445,278442,50825,59370,128191,85732,171449,65911,16093,11276,306571,1329192,1310741,1250688,13316,7462,14396,127,453,24299,18451,0.9409385551523031,0.010018116269131924,0.0056139368879740475,0.0108306399677398,9.554676826222246e-5,3.408085513605258e-4,0.018281030881919243,0.013881365521309186,0.05906144484769693,79.23,5.512500000000001,867289,264729,93280,0.9158114373870796,0.27953986042489204,0.09849875978995097,1.2938500576019225,5.292333717346151,0.8885369055934429,8.243911588384083,6.276193007692128,4.004983551568785,5.174660676976312,713180,0.682,0.67,0.6828204376990259
23,2014,1,0,Maine,ME,1330089,19975,257972,370682,1293060,333653,1052142,44.1,28124.505600000004,28291.353600000002,0.4593,263085,47202,59158,135341,93426,185890,69374,14346,12171,296931,1330089,1310250,1245685,16106,7792,14447,36,1166,25018,19839,0.936542592262623,0.012108964136986321,0.005858254598000585,0.010861679180866845,2.7065857998976008e-5,8.766330674112785e-4,0.018809267650510605,0.014915543245602361,0.06345740773737696,79.15,5.47916666666667,879993,281781,95891,0.9172259531147886,0.2937032979746865,0.09994819716762542,1.3108774482571006,5.405849655047338,0.8899395479734934,8.283987084956955,6.365228798350543,3.9066746674372483,5.1457094321706425,611255,0.581,0.57,0.5809624556381173
23,2016,0,1,Maine,ME,1331479,19637,254951,364910,1295874,329305,1056891,44.5,30594,29604,0.4519,272769,45600,57718,130222,94984,181434,79538,18162,12004,293857,1331479,1310765,1243607,17963,7130,17499,214,900,23452,20714,0.9340042163639081,0.013491012625809344,0.005354947393086936,0.013142527970775355,1.6072352624412403e-4,6.759400636435122e-4,0.01761349596951961,0.015557136087013014,0.06599578363609193,78.65,5.270833333333336,892431,291138,109704,0.9232977676710096,0.3012076737408297,0.11349836380020464,1.338003805212044,5.586692034746959,0.8923551115227525,8.353003186364358,6.508795751952759,4.490173728681185,5.360611790835773,747927,0.7070000000000001,0.6940000000000001,0.7076671104210368
24,2012,0,0,Maryland,MD,5884563,403898,1342935,1912428,5674843,1702708,4137730,38.1,41213.772,36911.7432,0.4473,918055,116998,236421,548129,251712,795930,460951,115222,94884,1580906,5884563,5374115,3166263,1696151,12471,337959,2324,10096,148851,510448,0.5380625545176422,0.288237376335337,0.0021192737676527552,0.0574314524290079,3.949316202409593e-4,0.0017156754035941156,0.025295166353049497,0.08674356957347555,0.4619374454823578,79.33,5.554166666666665,3538302,1466987,671057,0.8907809024617743,0.36931952212097524,0.16894113618998347,1.4290415607727331,6.193610405151554,0.9284657146146021,9.384734703274347,7.257318504525818,6.55598817007598,6.417182899052697,2707327,0.6659999999999999,0.595,0.6543024798621466
24,2014,1,0,Maryland,MD,5976407,412380,1351175,1913594,5763330,1700517,4212852,38.3,40556.1984,36744.9856,0.4491,917417,126509,240278,536437,265874,841315,489164,121503,101702,1563158,5976407,5420228,3133653,1744971,10663,367948,1636,15195,146162,556179,0.5243372815807223,0.29197660065654835,0.0017841823691057185,0.061566757417960326,2.737430700419165e-4,0.0025424975240140105,0.024456500368867113,0.09306243701274027,0.47566271841927765,79.43,5.595833333333337,3640199,1553684,712369,0.8959799528060977,0.3824158286389258,0.17533886004598292,1.4537346414910064,6.358230943273377,0.9192251532916166,9.120718665474762,7.279060184007172,6.444478956809714,6.402888862825223,1733177,0.41700000000000004,0.373,0.41140229943990436
24,2016,0,1,Maryland,MD,6016447,410202,1346152,1893939,5802819,1680311,4260093,38.5,41235,38662,0.4499,914616,131854,237805,541390,268485,860491,528502,128976,103160,1540625,6016447,5429717,3092525,1765641,12217,374779,2101,15752,166702,586730,0.5140118412079422,0.2934690524158195,0.002030600452393248,0.0622924127811647,3.4920942542999213e-4,0.002618156529925386,0.027707715201347242,0.09752101198597778,0.4859881587920578,78.89,5.370833333333334,3715279,1621129,760638,0.9012181419660071,0.3932385334364421,0.1845085564418553,1.4789652318443047,6.526434878962032,0.9168689605674187,9.053398873354823,7.3687562104262945,6.559558232073064,6.3792577804781985,2781446,0.664,0.595,0.6529073426331303
25,2012,0,0,Massachusetts,MA,6646144,442019,1401255,2089535,6439002,1882393,4802870,39.5,38216.2158,36662.8221,0.4813,1048250,133672,229750,536287,347381,1011713,541323,132494,104415,1761641,6646144,5972259,5003798,425654,7210,378962,850,37684,118101,673885,0.7528873885368719,0.06404525691889913,0.0010848395701326965,0.05701982984419236,1.278937079906785e-4,0.005670054696377328,0.017769852714596614,0.10139488401093928,0.24711261146312813,80.86,6.191666666666666,4085285,1789945,778232,0.8965625534251458,0.3928239179618001,0.1707919200440503,1.460178391430996,6.40118927620664,0.9358518651524947,9.595767575785565,7.466048709399615,6.032460068460935,6.533275128035084,3167767,0.659,0.602,0.6595570981517301
25,2014,1,0,Massachusetts,MA,6745408,461946,1390685,2091057,6528886,1874535,4892777,39.4,38124.26240000001,37705.62560000001,0.4863,1027761,133271,218769,512158,365816,1077993,594755,131136,112845,1737678,6745408,6015314,4977913,439433,8451,411917,414,42145,135041,730094,0.7379706312798276,0.0651455034298889,0.0012528523107868345,0.0610662839075116,6.137508657741681e-5,0.006247954163780753,0.020019693397345276,0.10823570642428153,0.26202936872017235,80.64,6.1,4174504,1916729,838736,0.8969035639985038,0.41181445060761424,0.18020471597436463,1.4889227305804826,6.592818203869885,0.9269914938904849,9.342614111156712,7.50941683963216,6.0157582412218025,6.507419543877285,2158326,0.441,0.402,0.44112494806119307
25,2016,0,1,Massachusetts,MA,6811779,484791,1378947,2084264,6604293,1876778,4948041,39.5,40557,39771,0.4786,1023967,132529,222787,511845,363356,1124295,629351,140558,126142,1737713,6811779,6032083,4928862,456681,8154,438614,3006,59495,137271,779696,0.7235792588103637,0.06704283858886202,0.0011970441201923903,0.06439052118396678,4.4129441075525203e-4,0.008734135385190859,0.02015200434423959,0.11446290315642947,0.27642074118963633,80.49,6.037499999999998,4274830,2020346,896051,0.9042446190017377,0.4273589824675332,0.18953953609877494,1.5211431375680458,6.807620917120305,0.9259022644127329,9.311493268935228,7.642245034391945,6.44461598724683,6.674596998734137,3325046,0.672,0.611,0.6719924107338642
26,2012,0,0,Michigan,MI,9883360,269484,2267623,3262342,9551345,2930327,7346253,39.5,28077.6699,26335.2222,0.4624,1758949,265246,503556,1078391,575915,1062110,490025,103848,67420,2652338,9883360,9428442,7523647,1375814,49914,247148,1612,11165,219142,454918,0.7612438482459406,0.13920508814816013,0.0050503067782616436,0.02500647553058879,1.6310242670508816e-4,0.0011296765472470901,0.022172823817001506,0.04602867850609509,0.2387561517540594,78.22,5.091666666666667,5905460,1723403,661293,0.8919262868640442,0.26029275256463585,0.09987784355819604,1.252096882986876,5.013979219912507,0.9051337956480625,8.718108447087502,6.248688962304172,3.895119537049767,4.985666456934089,4730961,0.647,0.62,0.6439964700371741
26,2014,1,0,Michigan,MI,9909877,272760,2223636,3229352,9571271,2890746,7413481,39.6,28519.884800000003,26911.0656,0.4598,1709421,271426,499790,1076213,618746,1105362,529318,115303,77356,2555615,9909877,9434782,7500803,1363958,49741,279628,1851,14964,223837,475095,0.7569017254200027,0.1376362188955524,0.005019335759666846,0.028217100979154433,1.8678334756324423e-4,0.0015100086509650928,0.022587263192065856,0.047941563755029455,0.24309827457999733,78.11,5.0458333333333325,6002935,1827339,721977,0.898572342742524,0.27353224484602634,0.1080718955471314,1.2801764831356817,5.201176554237877,0.8840676420550266,8.116218344429333,6.172857150968362,4.003461176386038,4.995951916544021,3156531,0.42700000000000005,0.41,0.42578257096767363
26,2016,0,1,Michigan,MI,9928300,283164,2191183,3167898,9589851,2829449,7453953,39.7,30456,29128,0.4695,1702082,276261,516290,1081902,626128,1162737,547241,119229,80623,2488397,9928300,9436870,7474930,1347079,42919,291323,2462,15319,262838,491430,0.7528912301199601,0.1356807308401237,0.004322895158284903,0.02934268706626512,2.479780022763212e-4,0.0015429630450328857,0.02647361582546861,0.04949789994258836,0.24710876988003994,77.95,4.979166666666668,6112493,1909830,747093,0.9041611726639924,0.2825024310684483,0.1105101442192343,1.297173747951675,5.314491653011166,0.8794634573727959,7.984670210651311,6.204551172224548,4.458830407073045,5.164512459373444,4799284,0.647,0.62,0.6438575612161762
27,2012,0,0,Minnesota,MN,5379139,179919,1277800,1778395,5177211,1576467,3921420,37.6,33697.8252,32064.6087,0.4441,840396,111745,245952,555546,381595,807626,272778,72103,42833,1414524,5379139,5115114,4424944,282628,53113,225697,2276,4827,121629,264025,0.8226119458894816,0.05254149409412919,0.009873885021376098,0.041957830054214995,4.2311604143339666e-4,8.973555061507055e-4,0.022611239456723463,0.04908313393649058,0.1773880541105184,80.99,6.245833333333332,3330574,1195340,387714,0.9249682843323491,0.3319702816973381,0.1076760802767428,1.3646146463064301,5.764097642042868,0.8972747288715843,8.493563682045268,6.673919655377001,5.160104772134839,5.9916066618510815,2936561,0.76,0.7140000000000001,0.7488514364694422
27,2014,1,0,Minnesota,MN,5457173,186810,1283108,1784590,5252805,1580222,3987255,37.8,34097.664000000004,33003.545600000005,0.4539,827997,115380,245342,548621,404201,834094,295956,75732,52752,1398073,5457173,5180733,4437012,307850,52047,249211,1776,8098,124739,276440,0.8130605351891904,0.056411992069886736,0.00953735569680492,0.045666684930091093,3.254432285727427e-4,0.001483918505057472,0.022857805680706843,0.05065626469968975,0.18693946481080959,81,6.25,3400075,1258534,424440,0.9257993624650552,0.34268360987348684,0.11556988637152653,1.3840528587100684,5.893685724733789,0.8847320186657318,8.135200533306625,6.640857327591401,5.241883440232024,6.014467405623237,1981511,0.504,0.47200000000000003,0.4969611925999215
27,2016,0,1,Minnesota,MN,5519952,194363,1288623,1794669,5314323,1589040,4036966,37.9,36219,34515,0.4496,821200,116737,246325,550387,429762,860125,304937,78752,53170,1392956,5519952,5231492,4444184,325256,57795,257673,1255,7324,138005,288460,0.8051127980823022,0.05892370078580393,0.010470199740867311,0.046680297219975825,2.273570494815897e-4,0.001326823131795349,0.02500112319817274,0.05225770079160109,0.19488720191769782,80.87,6.195833333333335,3461395,1296984,436859,0.9291629656055661,0.3481571735623844,0.11726867462149855,1.394588813789449,5.963925425262993,0.876602225242914,7.902920721226114,6.610257190584033,5.660324093334104,6.143084097996649,2944813,0.741,0.6940000000000001,0.7294619275961205
28,2012,0,0,Mississippi,MS,2984926,34541,747669,1072958,2871033,959065,2202716,36.2,26187.1299,21130.9857,0.487,462900,121242,105917,328359,160169,249319,105946,24029,15722,830938,2984926,2904805,1717214,1119168,11840,23816,399,2951,29417,80121,0.5752953339546776,0.37493994826002386,0.0039665974968893705,0.00797875726232409,1.3367165551172793e-4,9.886342240980179e-4,0.00985518568969549,0.026841871456779832,0.4247046660453224,75.06,3.7750000000000012,1573603,395016,145697,0.823027895864366,0.20660178413027833,0.07620263519054712,1.1058323151851914,4.038882101234609,0.8664042583140872,7.611550237545349,5.229771480004855,3.411844536650629,4.0687683768454095,1285584,0.593,0.5720000000000001,0.5836358386646304
28,2014,1,0,Mississippi,MS,2994079,38329,732553,1043369,2881773,931063,2223197,36.7,26929.267200000002,21271.6032,0.476,466649,119287,115390,334622,167835,254250,112856,26090,17757,806652,2994079,2913513,1712773,1128351,11435,23925,458,2538,34033,80566,0.5720533760131246,0.37686079759418506,0.0038192045032879895,0.007990771118597738,1.529685756454656e-4,8.476730239916849e-4,0.01136676754354177,0.026908441627625724,0.42794662398687544,74.89,3.7041666666666666,1614736,410953,156703,0.8277683510106577,0.21066842329203214,0.08033126400131234,1.1187680383040022,4.125120255360015,0.8663774631791834,7.610784662262384,5.287008390994138,3.6055914420373703,4.1332563762968455,631858,0.29,0.27899999999999997,0.2842114306559428
