fips,state,st,year,d08,d10,d12,d14,d16,poptotal,malepop,femalepop,popu18,pop25o,pop324,pop60o,whitepop,blackpop,hisppop,asianpop,amindpop,multipop,otherpop,noncit,noncit18o,enroll,nohs,hs,bacc,grad,incmed,incmean,incpc,medage,meanage,maleprop,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,asianprop,amindprop,multiprop,otherprop,lexp,health_index,hsplus,baccplus,hsprop,baccprop,gradprop,attain_score,attain_index,enrollprop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
37,North Carolina,NC,2014,0,0,0,1,0,9943964,4837940,5106024,2289345,6666380,2930417,2039770,6362027,2131428,890446,247134,103119,190032,19778,496782,453524,2235713,907859,3846502,1239041,672978,28313.600000000002,39850.97317209274,20147.925171846884,38,38.207975209886115,0.4865202649567114,0.5134797350432886,0.6397878150001347,0.3602121849998653,0.21434389746382831,0.08954638210677351,0.024852664390176794,0.010370009384587474,0.019110286400875948,0.001988945253623203,78.06,5.025,5758521,1912019,0.8638152940576445,0.2868151830528713,0.10095104089475848,1.2515815180052743,5.010543453368496,0.7629333982160218,4.655239949029195,4.8921089519220615,3.953132476620559,4.597529435075846,2915281,0.408,0.379,0.4048385696897486
37,North Carolina,NC,2016,0,0,0,0,1,10146788,4932199,5214589,2294158,6879382,2914387,2188430,6440080,2152854,930564,281134,106458,218132,17566,464925,425566,2221191,880542,3902396,1347953,748491,30000,42405.67315599128,21680.34205356414,38,38.692244777362056,0.48608475903901804,0.513915240960982,0.6346914905485361,0.36530850945146387,0.2121709845519587,0.09171020425379933,0.027706698908068247,0.010491793067914694,0.021497640435574294,0.00173118823414858,77.82,4.924999999999997,5998840,2096444,0.8720027467583571,0.3047430713979831,0.10880206972079759,1.2855478878771378,5.236985919180919,0.76214689401236,4.632768400353145,5.035580079571661,4.354241763469901,4.762000392759545,4741564,0.645,0.602,0.6384170110827104
38,North Dakota,ND,2008,1,0,0,0,0,641481,322955,318526,136884,416387,203636,124100,576164,5514,13634,3855,34762,7395,157,8085,6049,149577,40581,270637,80953,24216,27537.499999999996,37424.13043352711,23493.378655842494,36,38.09000578349164,0.5034521677181397,0.4965478322818603,0.8981778104105967,0.10182218958940326,0.00859573393444233,0.02125394204972556,0.0060095310695094635,0.054190225431462506,0.01152801096213294,2.447461421304762e-4,79.56,5.65,375806,105169,0.9025401849721533,0.25257512842619967,0.058157435270553594,1.2132727486689066,4.755151657792711,0.7345312223771828,3.843749210776653,4.451350842120691,3.760439995290696,4.556097179185143,316621,0.627,0.617,0.6350862905878671
38,North Dakota,ND,2010,0,1,0,0,0,674499,343315,331184,149865,443901,203127,133921,600239,7982,13818,8146,32383,11762,169,9224,8378,148769,42442,272840,97309,31310,29856.6,37434.8721289449,22592.05436518571,36,38.01491180861647,0.5089926004338035,0.49100739956619655,0.8899034690933567,0.11009653090664329,0.011833968619671786,0.020486316510476665,0.012077112049091251,0.04801044923713749,0.017438128151413122,2.505563388529857e-4,79.68,5.700000000000003,401459,128619,0.9043885911498285,0.289747038190948,0.0705337451368661,1.2646693744776427,5.097795829850952,0.7323940195050387,3.7826862715725347,4.659425977091479,4.32102259179139,4.859571052778702,238812,0.462,0.45299999999999996,0.4625844542242608
38,North Dakota,ND,2012,0,0,1,0,0,699628,359242,340386,153362,458420,217073,141915,616174,11476,16459,10738,35847,8635,299,12816,9728,159862,37775,288522,92520,39603,31509,46722.646492792126,28418.131093968226,36,38.078243009142,0.5134757328180118,0.48652426718198816,0.8807166093981373,0.11928339060186266,0.016403002738598228,0.023525359190884297,0.015348156448855678,0.051237228927372834,0.012342273322394187,4.2736997375748256e-4,79.62,5.6750000000000025,420645,132123,0.9175973997644082,0.28821386501461543,0.08639020985122813,1.292201474630252,5.2813431642016795,0.7364435005735398,3.8983857306725667,4.820357353025308,4.694484283617369,5.045191595549482,322627,0.598,0.5870000000000001,0.6013124885842196
38,North Dakota,ND,2014,0,0,0,1,0,739482,377155,362327,167227,477476,228793,148243,642423,15515,17878,7943,45293,10345,85,17833,14841,157864,34017,320518,91122,31819,30336.000000000004,43184.98541667591,26342.808532580377,34,37.35287944804606,0.5100259370748713,0.4899740629251287,0.8687473123078047,0.13125268769219534,0.020980902848209963,0.024176382927508715,0.010741302695670753,0.06124963149880592,0.013989522395406514,1.149453265934803e-4,79.84,5.7666666666666675,443459,122941,0.9287566286054169,0.2574810042808434,0.06663999865961849,1.2528776315458787,5.019184210305858,0.6899861446809998,2.571032705171425,4.203133708594381,4.431459685948607,4.7535159156255284,248670,0.43799999999999994,0.42700000000000005,0.44611366058261903
38,North Dakota,ND,2016,0,0,0,0,1,757953,390642,367311,173062,498682,224425,153782,644997,19632,24370,6891,44091,17823,149,13665,12482,158607,43658,309616,108393,37015,35000,44475.11923347857,26569.29083201729,35,37.5193369509719,0.5153907959992242,0.4846092040007758,0.850972289838552,0.149027710161448,0.025901342167654193,0.03215238939617628,0.009091592750473974,0.058171153092606,0.02351465064456503,1.965821099725181e-4,79.72,5.716666666666667,455024,145408,0.9124532267055959,0.2915846170505452,0.07422565883669352,1.2782635025928348,5.1884233506188995,0.7067260777542609,3.049316507264597,4.475387736167465,5.422967602946497,5.176904844065017,344360,0.608,0.593,0.6015978085599633
39,Ohio,OH,2008,1,0,0,0,0,11485910,5600008,5885902,2735827,7669851,3373007,2170057,9458169,1333787,296059,182201,20148,181248,14298,222032,189806,2639248,952793,4863019,1183938,670101,30291.249999999996,40219.65175556481,21836.799815459155,38,37.83897218418044,0.4875545777391604,0.5124454222608396,0.8234583938059762,0.17654160619402381,0.11612375510516798,0.02577584187931126,0.01586300084190108,0.0017541492141240876,0.015780029618898284,0.0012448295346211141,77.22,4.675,6717058,1854039,0.8757742490695061,0.24173077156257664,0.08736819007305358,1.2048732107051363,4.699154738034242,0.782461465392749,5.213184725507114,4.870498067191866,4.421224962546041,4.651923183245418,5698260,0.669,0.6509999999999999,0.6656630387077428
39,Ohio,OH,2010,0,1,0,0,0,11536182,5632563,5903619,2718837,7726582,3392848,2308232,9349380,1397109,355340,197716,16795,205839,14003,237983,206565,2645547,928454,4898232,1208788,691108,29856.6,40081.84310890615,20510.800513990136,38,38.328761890199026,0.48825191904912735,0.5117480809508727,0.8104397104692003,0.18956028953079973,0.1211067058408059,0.03080221861964383,0.017138772602582033,0.0014558542852392586,0.017842905044320557,0.0012138331382081178,77.66,4.858333333333332,6798128,1899896,0.8798363881985592,0.24589087386893713,0.08944550125786538,1.2151727633253617,4.7678184221690785,0.7797422696212739,5.135493417750684,4.890376754029614,4.32102259179139,4.682438205767501,3852453,0.449,0.436,0.44739884191676016
39,Ohio,OH,2012,0,0,1,0,0,11544225,5635040,5909185,2652169,7781265,3366000,2423482,9302094,1396811,371000,201136,20657,232949,19578,222490,199282,2618163,864653,4959078,1248063,709471,29408.4,39878.963675151674,20564.654500221513,39,38.77442591425583,0.48812631423937075,0.5118736857606292,0.8057789933928003,0.19422100660719965,0.12099651557380421,0.03213728076159292,0.01742308383629044,0.0017893795382539755,0.02017883400574746,0.0016959128915106905,77.59,4.829166666666668,6916612,1957534,0.8888801499499117,0.2515701495836474,0.09117682022139074,1.2316271197549498,4.877514131699665,0.7778262032085561,5.080748663101604,4.945258975500311,4.216157074289321,4.652210303329029,5580822,0.645,0.627,0.6420070279061667
39,Ohio,OH,2014,0,0,0,1,0,11594163,5679686,5914477,2634140,7857879,3337267,2524698,9277227,1405897,394568,221671,16705,262077,16018,242783,217375,2566710,843609,4928388,1304056,781826,30336.000000000004,40100.739271171806,21057.873958072458,39,39.055136192237434,0.48987460328097854,0.5101253967190215,0.8001635823129276,0.1998364176870724,0.12125903353264915,0.03403160711126797,0.01911918954391102,0.0014408112081915703,0.02260421903676876,0.0013815572542839013,77.62,4.841666666666669,7014270,2085882,0.8926416403204988,0.26545102056165537,0.09949580542026672,1.257588466302421,5.050589775349473,0.7691053787425459,4.831582249787027,4.977587266828658,4.431459685948607,4.744460740747335,3055913,0.35100000000000003,0.341,0.34954089424622836
39,Ohio,OH,2016,0,0,0,0,1,11614373,5697591,5916782,2606575,7924435,3279015,2654689,9216593,1428687,416341,233826,13810,286092,19024,233653,213131,2511117,786232,4938548,1375859,823796,30000,42139.45163189021,22411.191039757377,39,39.352267315678596,0.49056380400388383,0.5094361959961162,0.793550629035248,0.20644937096475202,0.12301025634358394,0.03584704916916307,0.020132468623144786,0.0011890439544175136,0.0246325824045775,0.0016379704698652265,77,4.583333333333333,7138203,2199655,0.9007838413716561,0.27757878006444625,0.10395643348705617,1.2823190549231587,5.215460366154391,0.7658144290282295,4.737555115092272,5.056158615800351,4.354241763469901,4.655556025515561,5496487,0.629,0.61,0.6249795472642682
40,Oklahoma,OK,2008,1,0,0,0,0,3642361,1794926,1847435,904753,2359831,1123947,675277,2593931,257276,278676,64717,223350,221678,2733,120409,108991,841469,341907,1487964,361847,168113,27537.499999999996,36955.96869587711,19577.14631729543,36,36.859834870843386,0.49279190063807515,0.5072080993619249,0.7121564831163083,0.2878435168836917,0.07063440444261292,0.07650971444071579,0.017767870894730094,0.06132011626524664,0.060861073353245324,7.503374871408957e-4,75.16,3.8166666666666655,2017924,529960,0.8551137772154023,0.2245754039166364,0.0712394235010897,1.1509286046331284,4.339524030887523,0.7486732025620425,4.2478057874869295,4.308951283087325,3.760439995290696,3.9545599133675977,1462661,0.5579999999999999,0.528,0.5564374726329473
40,Oklahoma,OK,2010,0,1,0,0,0,3761702,1854702,1907000,932723,2447420,1156323,715570,2580060,265792,331855,67286,253232,261261,2216,145677,124893,876390,336337,1560224,370052,180807,27644.999999999996,37249.7684149982,19007.870884313164,36,36.99879150448388,0.4930486253297045,0.5069513746702955,0.6858757020093564,0.31412429799064356,0.07065737796348567,0.0882193751658159,0.017887115991644206,0.0673184638230248,0.06945287000405667,5.890950426163476e-4,75.72,4.05,2111083,550859,0.8625748747660802,0.22507742847570095,0.07387657206364252,1.1615288753054236,4.410192502036157,0.7579110681012139,4.511744802891827,4.444043268988047,3.787452104866702,4.085013384639184,1034767,0.38799999999999996,0.364,0.38266793289858386
40,Oklahoma,OK,2012,0,0,1,0,0,3814820,1889255,1925565,936722,2496297,1166508,745688,2586255,269919,356077,72677,278392,247763,3737,146814,131785,867933,333441,1571445,385453,205958,27727.920000000002,38199.66580107562,19205.577494345318,36,37.26110511111927,0.49524092879873755,0.5047590712012624,0.6779494183211789,0.32205058167882106,0.07075536984707011,0.09334044594502493,0.01905122653231345,0.0729764444980366,0.06494749424612432,9.796006102515977e-4,75.89,4.120833333333334,2162856,591411,0.8664257498206344,0.23691531897045903,0.08250540700886153,1.185846475799955,4.572309838666366,0.7440437613801191,4.115536039431975,4.4200519055882355,3.8082162020680577,4.1087653403602,1334872,0.49200000000000005,0.46299999999999997,0.48605967346038126
40,Oklahoma,OK,2014,0,0,0,1,0,3878051,1916369,1961682,950023,2535962,1186857,784845,2597611,282216,378221,80927,280094,256682,2300,150014,135253,893516,316675,1607023,397787,214477,28414.72,38848.64869751503,19526.457942841083,36,37.408738306948514,0.49415776120530647,0.5058422387946935,0.6698238367674897,0.3301761632325103,0.07277263759553446,0.09752862971631884,0.020867956610163198,0.07222545551876446,0.06618840237015965,5.930814215697524e-4,75.74,4.058333333333331,2219287,612264,0.875126283438001,0.24143263976352958,0.08457421680608779,1.2011331400076184,4.674220933384123,0.7528421705395005,4.366919158271444,4.571787008346563,3.9778490612876545,4.194633310989939,824831,0.299,0.281,0.2953445945341103
40,Oklahoma,OK,2016,0,0,0,0,1,3923561,1944756,1978805,962141,2572700,1193485,819088,2594630,276547,404840,80933,284194,277910,4507,142171,131765,902647,310352,1605352,437812,219184,30000,41226.229276681945,20434.395491493568,36,37.589723977784466,0.49566095697250534,0.5043390430274947,0.6612946759334186,0.3387053240665814,0.07048367541628638,0.10318177798178746,0.020627435128445816,0.07243267021973152,0.07083106392381819,0.0011487013965119951,75.79,4.079166666666669,2262348,656996,0.879367201772457,0.2553721770902165,0.08519609748513235,1.2199354763478056,4.7995698423187045,0.7563119771090546,4.466056488830133,4.68839872448918,4.354241763469901,4.366862419117902,1452992,0.523,0.49,0.5134873332614753
41,Oregon,OR,2008,1,0,0,0,0,3790060,1884739,1905321,874625,2576170,1063687,717458,3021167,66417,417152,135571,36090,110211,3452,231818,207329,789812,296535,1557679,460667,261289,29740.499999999996,40452.70555655599,22237.61399282729,37,37.91564803723424,0.49728473955557434,0.5027152604444257,0.7971290691967937,0.20287093080320628,0.017523996981578128,0.1100647483153301,0.0357701461190588,0.00952227669218957,0.02907895917215031,9.108035228993736e-4,78.95,5.395833333333334,2279635,721956,0.884893077708381,0.2802439280016459,0.10142537177282555,1.2665623774828523,5.110415849885682,0.7425229414291986,4.0720840408342465,4.7643052468685365,4.294010482215397,4.797044367508874,1827864,0.677,0.627,0.6749602858972286
41,Oregon,OR,2010,0,1,0,0,0,3838957,1903625,1935332,865557,2615084,1082348,780028,3006095,67220,452128,153095,42598,110212,7609,232769,206300,820913,291387,1567092,483136,273469,27644.999999999996,39688.83328026897,20455.85877101103,38,38.44273718095827,0.4958703627052869,0.5041296372947132,0.7830499273630832,0.2169500726369168,0.017509964294989497,0.11777365570908974,0.039879321388595915,0.011096243068104176,0.028708839406119943,0.0019820487700174813,79.52,5.633333333333331,2323697,756605,0.8885745161532096,0.28932340223105646,0.10457369629426817,1.2824716146785344,5.2164774311902296,0.7584556907759796,4.527305450742276,4.986753437707578,3.787452104866702,4.738528514781928,1453548,0.527,0.48700000000000004,0.5252965198221965
41,Oregon,OR,2012,0,0,1,0,0,3899353,1937639,1961714,860266,2675137,1093104,832667,3027891,65514,473115,163183,41303,123251,5096,218728,200373,836956,263747,1604474,498376,308540,27307.8,39632.864497982635,20347.09797153874,38,38.905506887937555,0.4969129494046833,0.5030870505953167,0.7765111288975376,0.2234888711024624,0.016801248822561076,0.1213316670739992,0.041848737470036694,0.010592270050954608,0.03160806420962657,0.001306883475284233,79.65,5.687500000000002,2411390,806916,0.9014080400368281,0.30163539287894414,0.11533614913927773,1.31837958205505,5.455863880366999,0.7656691403562699,4.73340401017914,5.215043923637713,3.7023668993731484,4.7887218451295634,1789270,0.631,0.5870000000000001,0.6303100629369496
41,Oregon,OR,2014,0,0,0,1,0,3970239,1961405,2008834,859220,2748061,1089467,904332,3051823,66776,496179,170155,34250,144254,6802,227272,208590,820662,284272,1623256,523453,317080,27302.4,39743.63705130072,20653.439756192412,39,39.33856576392505,0.4940269338949116,0.5059730661050884,0.7686748833004764,0.2313251166995236,0.01681913859593843,0.12497459220968814,0.04285762141775344,0.008626684690770506,0.036333832799486376,0.0017132469858867439,79.59,5.662500000000001,2463789,840533,0.8965554258075057,0.3058640255802182,0.11538317380873278,1.3178026251964567,5.452017501309712,0.7532692591882085,4.379121691091673,5.094385564570365,3.700995793928926,4.743943841324535,1469717,0.509,0.47200000000000003,0.5063748329416499
41,Oregon,OR,2016,0,0,0,0,1,4093465,2032558,2060907,865952,2855518,1101711,969443,3117131,73476,522518,185268,38681,149688,6703,214438,200193,830724,277459,1647485,568991,361583,30000,43215.41489108423,22965.35146288047,39,39.641824224709374,0.4965372856491994,0.5034627143508006,0.7614895937793532,0.2385104062206468,0.017949585497860614,0.1276468712936351,0.04525945623084599,0.009449451748091165,0.0365675534052447,0.0016374880449692376,79.61,5.6708333333333325,2578059,930574,0.9028340917479771,0.32588623149985396,0.1266260622415968,1.355346385489428,5.702309236596187,0.7540307757660585,4.400879307601672,5.268499260264681,4.354241763469901,5.066975238474802,2001336,0.662,0.617,0.6610916586287542
42,Pennsylvania,PA,2008,1,0,0,0,0,12448279,6056228,6392051,2753476,8486108,3524046,2577890,10127020,1253790,588950,300739,13371,143633,20776,341739,303032,2761295,1070831,5198917,1374409,841951,32714.55,43073.19076450985,23528.599585295564,39,39.19442028894114,0.486511267943143,0.513488732056857,0.8135277173655893,0.18647228263441074,0.10071994690993027,0.04731176092695223,0.02415908255269664,0.001074124382976956,0.011538382132984006,0.0016689857288706333,77.94,4.974999999999999,7415277,2216360,0.8738136493195703,0.2611750875666442,0.09921521149624775,1.2342039483824623,4.8946929892164155,0.7835581601375238,5.244518861072108,5.011301613168313,4.954795449470729,4.980310873207331,6012692,0.636,0.613,0.6402085400080559
