fips,state,state_name,county,division,region,ur12mo,ur6mo
31123,NE,Nebraska,Morrill County,West North Central,North Central,3.1333333333333333,3.1333333333333333
31125,NE,Nebraska,Nance County,West North Central,North Central,2.808333333333333,2.716666666666667
31127,NE,Nebraska,Nemaha County,West North Central,North Central,3.5166666666666666,3.85
31129,NE,Nebraska,Nuckolls County,West North Central,North Central,2.8666666666666667,2.783333333333333
31131,NE,Nebraska,Otoe County,West North Central,North Central,3.2916666666666665,3.3833333333333333
31133,NE,Nebraska,Pawnee County,West North Central,North Central,2.2666666666666666,2.3
31135,NE,Nebraska,Perkins County,West North Central,North Central,2.1083333333333334,2.283333333333333
31137,NE,Nebraska,Phelps County,West North Central,North Central,2.4833333333333334,2.566666666666667
31139,NE,Nebraska,Pierce County,West North Central,North Central,2.625,2.55
31141,NE,Nebraska,Platte County,West North Central,North Central,3.558333333333333,3.4166666666666665
31143,NE,Nebraska,Polk County,West North Central,North Central,2.5833333333333335,2.6666666666666665
31145,NE,Nebraska,Red Willow County,West North Central,North Central,2.875,2.9333333333333336
31147,NE,Nebraska,Richardson County,West North Central,North Central,3.15,3.1166666666666667
31149,NE,Nebraska,Rock County,West North Central,North Central,2.575,2.4
31151,NE,Nebraska,Saline County,West North Central,North Central,3.0416666666666665,2.85
31153,NE,Nebraska,Sarpy County,West North Central,North Central,2.9333333333333336,2.966666666666667
31155,NE,Nebraska,Saunders County,West North Central,North Central,3.075,3.033333333333333
31157,NE,Nebraska,Scotts Bluff County,West North Central,North Central,3.433333333333333,3.5666666666666664
31159,NE,Nebraska,Seward County,West North Central,North Central,2.8833333333333333,3
31161,NE,Nebraska,Sheridan County,West North Central,North Central,2.7916666666666665,2.966666666666667
31163,NE,Nebraska,Sherman County,West North Central,North Central,3.2,3.0166666666666666
31165,NE,Nebraska,Sioux County,West North Central,North Central,2.683333333333333,2.5666666666666664
31167,NE,Nebraska,Stanton County,West North Central,North Central,2.558333333333333,2.533333333333333
31169,NE,Nebraska,Thayer County,West North Central,North Central,2.533333333333333,2.45
31171,NE,Nebraska,Thomas County,West North Central,North Central,2.9916666666666667,3.3
31173,NE,Nebraska,Thurston County,West North Central,North Central,4.816666666666666,4.666666666666667
31175,NE,Nebraska,Valley County,West North Central,North Central,2.7666666666666666,2.7333333333333334
31177,NE,Nebraska,Washington County,West North Central,North Central,3.1666666666666665,3.1666666666666665
31179,NE,Nebraska,Wayne County,West North Central,North Central,2.675,2.9333333333333336
31181,NE,Nebraska,Webster County,West North Central,North Central,3.1166666666666667,3.2666666666666666
31183,NE,Nebraska,Wheeler County,West North Central,North Central,2.1,2.3166666666666664
31185,NE,Nebraska,York County,West North Central,North Central,2.6916666666666664,2.6666666666666665
32001,NV,Nevada,Churchill County,Mountain,West,5.675,5.25
32003,NV,Nevada,Clark County,Mountain,West,6.008333333333333,5.833333333333333
32005,NV,Nevada,Douglas County,Mountain,West,5.7749999999999995,5.3
32007,NV,Nevada,Elko County,Mountain,West,4.616666666666666,4.25
32009,NV,Nevada,Esmeralda County,Mountain,West,4.741666666666667,4.5
32011,NV,Nevada,Eureka County,Mountain,West,4.866666666666667,4.583333333333334
32013,NV,Nevada,Humboldt County,Mountain,West,5.558333333333334,5.05
32015,NV,Nevada,Lander County,Mountain,West,6.325,5.833333333333333
32017,NV,Nevada,Lincoln County,Mountain,West,5.3,5.216666666666667
32019,NV,Nevada,Lyon County,Mountain,West,7.691666666666666,6.833333333333333
32021,NV,Nevada,Mineral County,Mountain,West,7.141666666666667,6.4
32023,NV,Nevada,Nye County,Mountain,West,7.55,7.15
32027,NV,Nevada,Pershing County,Mountain,West,6.166666666666667,5.533333333333333
32029,NV,Nevada,Storey County,Mountain,West,6.641666666666667,5.75
32031,NV,Nevada,Washoe County,Mountain,West,5.216666666666667,4.816666666666666
32033,NV,Nevada,White Pine County,Mountain,West,4.683333333333334,4.333333333333333
32510,NV,Nevada,Carson City,Mountain,West,6.325,5.75
33001,NH,New Hampshire,Belknap County,New England,Northeast,2.8666666666666667,2.5166666666666666
33003,NH,New Hampshire,Carroll County,New England,Northeast,3.05,2.65
33005,NH,New Hampshire,Cheshire County,New England,Northeast,2.75,2.6333333333333333
33007,NH,New Hampshire,Coos County,New England,Northeast,3.7916666666666665,3.216666666666667
33009,NH,New Hampshire,Grafton County,New England,Northeast,2.3833333333333333,2.2333333333333334
33011,NH,New Hampshire,Hillsborough County,New England,Northeast,3.05,2.9
33013,NH,New Hampshire,Merrimack County,New England,Northeast,2.575,2.4333333333333336
33015,NH,New Hampshire,Rockingham County,New England,Northeast,3.066666666666667,2.8666666666666667
33017,NH,New Hampshire,Strafford County,New England,Northeast,2.5833333333333335,2.45
33019,NH,New Hampshire,Sullivan County,New England,Northeast,2.3333333333333335,2.2333333333333334
34001,NJ,New Jersey,Atlantic County,Middle Atlantic,Northeast,7.491666666666666,6.966666666666667
34003,NJ,New Jersey,Bergen County,Middle Atlantic,Northeast,4.216666666666667,4.366666666666667
34005,NJ,New Jersey,Burlington County,Middle Atlantic,Northeast,4.558333333333334,4.616666666666666
34007,NJ,New Jersey,Camden County,Middle Atlantic,Northeast,5.6,5.65
34009,NJ,New Jersey,Cape May County,Middle Atlantic,Northeast,10.358333333333333,7
34011,NJ,New Jersey,Cumberland County,Middle Atlantic,Northeast,7.608333333333333,7.216666666666667
34013,NJ,New Jersey,Essex County,Middle Atlantic,Northeast,6.083333333333333,6.2
34015,NJ,New Jersey,Gloucester County,Middle Atlantic,Northeast,5.158333333333333,5.166666666666667
34017,NJ,New Jersey,Hudson County,Middle Atlantic,Northeast,4.75,4.9
34019,NJ,New Jersey,Hunterdon County,Middle Atlantic,Northeast,3.8249999999999997,3.8666666666666667
34021,NJ,New Jersey,Mercer County,Middle Atlantic,Northeast,4.408333333333333,4.533333333333333
34023,NJ,New Jersey,Middlesex County,Middle Atlantic,Northeast,4.516666666666667,4.616666666666667
34025,NJ,New Jersey,Monmouth County,Middle Atlantic,Northeast,4.516666666666667,4.516666666666667
34027,NJ,New Jersey,Morris County,Middle Atlantic,Northeast,3.9583333333333335,4.05
34029,NJ,New Jersey,Ocean County,Middle Atlantic,Northeast,5.3,5.133333333333333
34031,NJ,New Jersey,Passaic County,Middle Atlantic,Northeast,6.266666666666667,6.266666666666667
34033,NJ,New Jersey,Salem County,Middle Atlantic,Northeast,6.466666666666667,6.433333333333334
34035,NJ,New Jersey,Somerset County,Middle Atlantic,Northeast,4.108333333333333,4.2
34037,NJ,New Jersey,Sussex County,Middle Atlantic,Northeast,4.791666666666667,4.716666666666667
34039,NJ,New Jersey,Union County,Middle Atlantic,Northeast,5.25,5.283333333333333
34041,NJ,New Jersey,Warren County,Middle Atlantic,Northeast,4.666666666666667,4.616666666666667
35001,NM,New Mexico,Bernalillo County,Mountain,West,5.775,6.016666666666667
35003,NM,New Mexico,Catron County,Mountain,West,8.283333333333333,7.233333333333333
35005,NM,New Mexico,Chaves County,Mountain,West,6.583333333333333,6.95
35006,NM,New Mexico,Cibola County,Mountain,West,8.033333333333333,8.716666666666667
35007,NM,New Mexico,Colfax County,Mountain,West,6.008333333333333,5.85
35009,NM,New Mexico,Curry County,Mountain,West,4.983333333333333,5.35
35011,NM,New Mexico,De Baca County,Mountain,West,4.85,5.033333333333333
35013,NM,New Mexico,Dona Ana County,Mountain,West,7.166666666666667,7.15
35015,NM,New Mexico,Eddy County,Mountain,West,6.233333333333333,7.033333333333333
35017,NM,New Mexico,Grant County,Mountain,West,6.425,6.433333333333334
35019,NM,New Mexico,Guadalupe County,Mountain,West,6.258333333333334,6.2
35021,NM,New Mexico,Harding County,Mountain,West,7.216666666666667,6.933333333333334
35023,NM,New Mexico,Hidalgo County,Mountain,West,5.708333333333333,5.366666666666667
35025,NM,New Mexico,Lea County,Mountain,West,9.008333333333333,9.883333333333333
35027,NM,New Mexico,Lincoln County,Mountain,West,5.916666666666667,5.883333333333333
35028,NM,New Mexico,Los Alamos County,Mountain,West,4.191666666666666,4.416666666666667
35029,NM,New Mexico,Luna County,Mountain,West,14.766666666666666,11.116666666666667
35031,NM,New Mexico,McKinley County,Mountain,West,9.358333333333334,9.683333333333334
35033,NM,New Mexico,Mora County,Mountain,West,8.816666666666666,7.966666666666667
35035,NM,New Mexico,Otero County,Mountain,West,5.966666666666667,6.333333333333333
35037,NM,New Mexico,Quay County,Mountain,West,6.808333333333334,6.833333333333333
35039,NM,New Mexico,Rio Arriba County,Mountain,West,7.516666666666667,7.316666666666666
35041,NM,New Mexico,Roosevelt County,Mountain,West,5.616666666666667,6.15
35043,NM,New Mexico,Sandoval County,Mountain,West,6.55,6.833333333333334
35045,NM,New Mexico,San Juan County,Mountain,West,8.516666666666667,9.2
35047,NM,New Mexico,San Miguel County,Mountain,West,7.666666666666667,7.933333333333334
35049,NM,New Mexico,Santa Fe County,Mountain,West,5.283333333333333,5.383333333333333
35051,NM,New Mexico,Sierra County,Mountain,West,8.408333333333333,7.933333333333334
35053,NM,New Mexico,Socorro County,Mountain,West,7.325,7.633333333333334
35055,NM,New Mexico,Taos County,Mountain,West,8.525,8.566666666666666
35057,NM,New Mexico,Torrance County,Mountain,West,9.05,9.15
35059,NM,New Mexico,Union County,Mountain,West,3.9583333333333335,4.066666666666666
35061,NM,New Mexico,Valencia County,Mountain,West,7.2,7.433333333333334
36001,NY,New York,Albany County,Middle Atlantic,Northeast,4.075,4.083333333333333
36003,NY,New York,Allegany County,Middle Atlantic,Northeast,6.25,5.866666666666667
36005,NY,New York,Bronx County,Middle Atlantic,Northeast,7.25,7.216666666666667
36007,NY,New York,Broome County,Middle Atlantic,Northeast,5.433333333333334,5.183333333333334
36009,NY,New York,Cattaraugus County,Middle Atlantic,Northeast,5.891666666666667,5.566666666666666
36011,NY,New York,Cayuga County,Middle Atlantic,Northeast,5.058333333333334,4.65
36013,NY,New York,Chautauqua County,Middle Atlantic,Northeast,5.708333333333333,5.466666666666667
36015,NY,New York,Chemung County,Middle Atlantic,Northeast,5.716666666666667,5.533333333333333
36017,NY,New York,Chenango County,Middle Atlantic,Northeast,5.033333333333333,4.683333333333334
36019,NY,New York,Clinton County,Middle Atlantic,Northeast,5.358333333333333,5.166666666666667
36021,NY,New York,Columbia County,Middle Atlantic,Northeast,3.6833333333333336,3.4833333333333334
36023,NY,New York,Cortland County,Middle Atlantic,Northeast,5.666666666666667,5.116666666666667
36025,NY,New York,Delaware County,Middle Atlantic,Northeast,5.541666666666667,5.133333333333334
36027,NY,New York,Dutchess County,Middle Atlantic,Northeast,4.15,4.15
36029,NY,New York,Erie County,Middle Atlantic,Northeast,4.883333333333334,4.783333333333333
36031,NY,New York,Essex County,Middle Atlantic,Northeast,5.391666666666667,4.5
36033,NY,New York,Franklin County,Middle Atlantic,Northeast,5.7,5.133333333333333
36035,NY,New York,Fulton County,Middle Atlantic,Northeast,5.758333333333334,5.316666666666666
36037,NY,New York,Genesee County,Middle Atlantic,Northeast,4.566666666666666,4.1
36039,NY,New York,Greene County,Middle Atlantic,Northeast,5.05,4.616666666666667
36041,NY,New York,Hamilton County,Middle Atlantic,Northeast,6.533333333333333,3.966666666666667
36043,NY,New York,Herkimer County,Middle Atlantic,Northeast,5.458333333333334,4.733333333333333
36045,NY,New York,Jefferson County,Middle Atlantic,Northeast,6.166666666666667,5.433333333333334
36047,NY,New York,Kings County,Middle Atlantic,Northeast,5.433333333333334,5.45
36049,NY,New York,Lewis County,Middle Atlantic,Northeast,6.575,5.666666666666667
36051,NY,New York,Livingston County,Middle Atlantic,Northeast,4.9,4.583333333333333
36053,NY,New York,Madison County,Middle Atlantic,Northeast,5.191666666666666,4.833333333333334
36055,NY,New York,Monroe County,Middle Atlantic,Northeast,4.691666666666666,4.7
36057,NY,New York,Montgomery County,Middle Atlantic,Northeast,5.766666666666667,5.2
36059,NY,New York,Nassau County,Middle Atlantic,Northeast,3.8916666666666666,3.933333333333333
36061,NY,New York,New York County,Middle Atlantic,Northeast,4.6,4.633333333333334
36063,NY,New York,Niagara County,Middle Atlantic,Northeast,5.783333333333333,5.383333333333333
36065,NY,New York,Oneida County,Middle Atlantic,Northeast,4.85,4.55
36067,NY,New York,Onondaga County,Middle Atlantic,Northeast,4.516666666666667,4.416666666666667
36069,NY,New York,Ontario County,Middle Atlantic,Northeast,4.291666666666667,3.933333333333333
36071,NY,New York,Orange County,Middle Atlantic,Northeast,4.308333333333334,4.35
36073,NY,New York,Orleans County,Middle Atlantic,Northeast,5.708333333333333,5.266666666666667
36075,NY,New York,Oswego County,Middle Atlantic,Northeast,6.45,6
36077,NY,New York,Otsego County,Middle Atlantic,Northeast,4.933333333333334,4.533333333333333
36079,NY,New York,Putnam County,Middle Atlantic,Northeast,3.966666666666667,4
36081,NY,New York,Queens County,Middle Atlantic,Northeast,4.616666666666667,4.6
36083,NY,New York,Rensselaer County,Middle Atlantic,Northeast,4.3,4.15
36085,NY,New York,Richmond County,Middle Atlantic,Northeast,5.333333333333333,5.366666666666667
36087,NY,New York,Rockland County,Middle Atlantic,Northeast,4.15,4.233333333333333
36089,NY,New York,St. Lawrence County,Middle Atlantic,Northeast,6.591666666666667,6.166666666666667
36091,NY,New York,Saratoga County,Middle Atlantic,Northeast,3.816666666666667,3.65
36093,NY,New York,Schenectady County,Middle Atlantic,Northeast,4.333333333333333,4.283333333333333
36095,NY,New York,Schoharie County,Middle Atlantic,Northeast,5.4,4.95
36097,NY,New York,Schuyler County,Middle Atlantic,Northeast,6.041666666666667,5.033333333333333
36099,NY,New York,Seneca County,Middle Atlantic,Northeast,4.75,4.3
36101,NY,New York,Steuben County,Middle Atlantic,Northeast,5.841666666666667,5.366666666666667
36103,NY,New York,Suffolk County,Middle Atlantic,Northeast,4.333333333333333,4.25
36105,NY,New York,Sullivan County,Middle Atlantic,Northeast,4.808333333333334,4.416666666666667
36107,NY,New York,Tioga County,Middle Atlantic,Northeast,5.166666666666667,4.733333333333333
36109,NY,New York,Tompkins County,Middle Atlantic,Northeast,4.158333333333333,4.266666666666667
36111,NY,New York,Ulster County,Middle Atlantic,Northeast,4.4,4.333333333333333
36113,NY,New York,Warren County,Middle Atlantic,Northeast,5.241666666666666,4.416666666666666
36115,NY,New York,Washington County,Middle Atlantic,Northeast,4.658333333333333,4.116666666666666
36117,NY,New York,Wayne County,Middle Atlantic,Northeast,4.933333333333334,4.65
36119,NY,New York,Westchester County,Middle Atlantic,Northeast,4.266666666666667,4.316666666666666
36121,NY,New York,Wyoming County,Middle Atlantic,Northeast,5.233333333333333,4.483333333333333
36123,NY,New York,Yates County,Middle Atlantic,Northeast,4.408333333333333,4.033333333333333
37001,NC,North Carolina,Alamance County,South Atlantic,South,4.833333333333333,4.816666666666666
37003,NC,North Carolina,Alexander County,South Atlantic,South,4.341666666666667,4.25
37005,NC,North Carolina,Alleghany County,South Atlantic,South,5.541666666666667,5.25
37007,NC,North Carolina,Anson County,South Atlantic,South,5.891666666666667,5.85
37009,NC,North Carolina,Ashe County,South Atlantic,South,4.95,4.566666666666666
37011,NC,North Carolina,Avery County,South Atlantic,South,5.208333333333333,4.716666666666667
37013,NC,North Carolina,Beaufort County,South Atlantic,South,5.8,5.666666666666667
37015,NC,North Carolina,Bertie County,South Atlantic,South,6.758333333333334,6.533333333333333
37017,NC,North Carolina,Bladen County,South Atlantic,South,7.116666666666667,6.983333333333333
37019,NC,North Carolina,Brunswick County,South Atlantic,South,6.575,6.116666666666667
37021,NC,North Carolina,Buncombe County,South Atlantic,South,3.9,3.85
37023,NC,North Carolina,Burke County,South Atlantic,South,4.95,4.866666666666666
37025,NC,North Carolina,Cabarrus County,South Atlantic,South,4.633333333333333,4.616666666666666
37027,NC,North Carolina,Caldwell County,South Atlantic,South,5.3,5.166666666666667
37029,NC,North Carolina,Camden County,South Atlantic,South,5.258333333333334,5.133333333333334
37031,NC,North Carolina,Carteret County,South Atlantic,South,5.266666666666667,4.866666666666667
37033,NC,North Carolina,Caswell County,South Atlantic,South,5.533333333333333,5.483333333333333
37035,NC,North Carolina,Catawba County,South Atlantic,South,4.816666666666666,4.75
37037,NC,North Carolina,Chatham County,South Atlantic,South,4.283333333333333,4.266666666666667
37039,NC,North Carolina,Cherokee County,South Atlantic,South,5.783333333333333,5.6
37041,NC,North Carolina,Chowan County,South Atlantic,South,6.516666666666667,6.35
37043,NC,North Carolina,Clay County,South Atlantic,South,5.616666666666667,5.333333333333333
37045,NC,North Carolina,Cleveland County,South Atlantic,South,5.566666666666666,5.5
37047,NC,North Carolina,Columbus County,South Atlantic,South,6.575,6.333333333333333
37049,NC,North Carolina,Craven County,South Atlantic,South,5.316666666666666,5.216666666666667
37051,NC,North Carolina,Cumberland County,South Atlantic,South,6.491666666666666,6.483333333333333
37053,NC,North Carolina,Currituck County,South Atlantic,South,5.191666666666666,4.583333333333334
37055,NC,North Carolina,Dare County,South Atlantic,South,7.141666666666667,4.85
37057,NC,North Carolina,Davidson County,South Atlantic,South,4.916666666666667,4.85
37059,NC,North Carolina,Davie County,South Atlantic,South,4.583333333333333,4.583333333333333
37061,NC,North Carolina,Duplin County,South Atlantic,South,5.408333333333333,5.366666666666667
37063,NC,North Carolina,Durham County,South Atlantic,South,4.566666666666666,4.55
37065,NC,North Carolina,Edgecombe County,South Atlantic,South,8.791666666666666,8.816666666666666
37067,NC,North Carolina,Forsyth County,South Atlantic,South,4.95,4.95
37069,NC,North Carolina,Franklin County,South Atlantic,South,5.316666666666666,5.3
37071,NC,North Carolina,Gaston County,South Atlantic,South,5.375,5.416666666666666
37073,NC,North Carolina,Gates County,South Atlantic,South,5.125,5.15
37075,NC,North Carolina,Graham County,South Atlantic,South,9.425,7.8
37077,NC,North Carolina,Granville County,South Atlantic,South,4.391666666666667,4.35
37079,NC,North Carolina,Greene County,South Atlantic,South,5.35,5.616666666666667
37081,NC,North Carolina,Guilford County,South Atlantic,South,5.333333333333333,5.366666666666666
37083,NC,North Carolina,Halifax County,South Atlantic,South,8.058333333333334,8
37085,NC,North Carolina,Harnett County,South Atlantic,South,5.9,5.866666666666666
37087,NC,North Carolina,Haywood County,South Atlantic,South,4.608333333333333,4.433333333333334
37089,NC,North Carolina,Henderson County,South Atlantic,South,4.3,4.25
37091,NC,North Carolina,Hertford County,South Atlantic,South,6.658333333333333,6.566666666666666
37093,NC,North Carolina,Hoke County,South Atlantic,South,6.716666666666667,6.65
37095,NC,North Carolina,Hyde County,South Atlantic,South,9.508333333333333,7.116666666666666
37097,NC,North Carolina,Iredell County,South Atlantic,South,4.883333333333333,4.833333333333333
37099,NC,North Carolina,Jackson County,South Atlantic,South,5.558333333333334,5.233333333333333
37101,NC,North Carolina,Johnston County,South Atlantic,South,4.75,4.7
37103,NC,North Carolina,Jones County,South Atlantic,South,5.366666666666666,5.483333333333333
37105,NC,North Carolina,Lee County,South Atlantic,South,6.075,5.833333333333333
37107,NC,North Carolina,Lenoir County,South Atlantic,South,5.891666666666667,6.283333333333333
37109,NC,North Carolina,Lincoln County,South Atlantic,South,4.783333333333333,4.683333333333334
37111,NC,North Carolina,McDowell County,South Atlantic,South,4.891666666666667,4.75
37113,NC,North Carolina,Macon County,South Atlantic,South,5.466666666666667,5.116666666666666
37115,NC,North Carolina,Madison County,South Atlantic,South,4.975,4.816666666666666
37117,NC,North Carolina,Martin County,South Atlantic,South,6.858333333333333,6.783333333333333
37119,NC,North Carolina,Mecklenburg County,South Atlantic,South,4.8,4.8
37121,NC,North Carolina,Mitchell County,South Atlantic,South,6.175,5.933333333333334
37123,NC,North Carolina,Montgomery County,South Atlantic,South,5.216666666666667,5.183333333333334
37125,NC,North Carolina,Moore County,South Atlantic,South,5.125,4.983333333333333
37127,NC,North Carolina,Nash County,South Atlantic,South,6.633333333333334,6.683333333333334
37129,NC,North Carolina,New Hanover County,South Atlantic,South,4.833333333333333,4.683333333333334
37131,NC,North Carolina,Northampton County,South Atlantic,South,7.275,7.283333333333333
37133,NC,North Carolina,Onslow County,South Atlantic,South,5.541666666666667,5.466666666666667
37135,NC,North Carolina,Orange County,South Atlantic,South,4.3,4.35
37137,NC,North Carolina,Pamlico County,South Atlantic,South,5.325,5.133333333333333
37139,NC,North Carolina,Pasquotank County,South Atlantic,South,6.441666666666666,6.133333333333334
37141,NC,North Carolina,Pender County,South Atlantic,South,5.441666666666666,5.25
37143,NC,North Carolina,Perquimans County,South Atlantic,South,6.516666666666667,6.383333333333333
37145,NC,North Carolina,Person County,South Atlantic,South,5.65,5.45
37147,NC,North Carolina,Pitt County,South Atlantic,South,5.658333333333333,5.85
37149,NC,North Carolina,Polk County,South Atlantic,South,4.708333333333333,4.683333333333334
37151,NC,North Carolina,Randolph County,South Atlantic,South,5.025,4.95
37153,NC,North Carolina,Richmond County,South Atlantic,South,7.083333333333333,6.866666666666667
37155,NC,North Carolina,Robeson County,South Atlantic,South,7.975,8.333333333333334
37157,NC,North Carolina,Rockingham County,South Atlantic,South,5.766666666666667,5.666666666666667
37159,NC,North Carolina,Rowan County,South Atlantic,South,5.608333333333333,5.7
37161,NC,North Carolina,Rutherford County,South Atlantic,South,6.841666666666667,6.616666666666667
37163,NC,North Carolina,Sampson County,South Atlantic,South,5.491666666666667,5.533333333333333
37165,NC,North Carolina,Scotland County,South Atlantic,South,9.325,9.15
37167,NC,North Carolina,Stanly County,South Atlantic,South,4.708333333333333,4.666666666666666
37169,NC,North Carolina,Stokes County,South Atlantic,South,4.858333333333333,4.833333333333333
37171,NC,North Carolina,Surry County,South Atlantic,South,4.883333333333334,4.816666666666666
37173,NC,North Carolina,Swain County,South Atlantic,South,6.433333333333334,5.233333333333333
37175,NC,North Carolina,Transylvania County,South Atlantic,South,4.925,4.733333333333333
37177,NC,North Carolina,Tyrrell County,South Atlantic,South,8.875,6.883333333333333
37179,NC,North Carolina,Union County,South Atlantic,South,4.458333333333333,4.466666666666667
37181,NC,North Carolina,Vance County,South Atlantic,South,7.316666666666666,7.35
37183,NC,North Carolina,Wake County,South Atlantic,South,4.333333333333333,4.333333333333333
37185,NC,North Carolina,Warren County,South Atlantic,South,7.358333333333333,7.366666666666667
37187,NC,North Carolina,Washington County,South Atlantic,South,7.566666666666666,7.016666666666667
37189,NC,North Carolina,Watauga County,South Atlantic,South,4.55,4.483333333333333
37191,NC,North Carolina,Wayne County,South Atlantic,South,5.85,6.016666666666667
37193,NC,North Carolina,Wilkes County,South Atlantic,South,4.916666666666667,4.783333333333333
37195,NC,North Carolina,Wilson County,South Atlantic,South,8.25,8.4
37197,NC,North Carolina,Yadkin County,South Atlantic,South,4.45,4.383333333333333
37199,NC,North Carolina,Yancey County,South Atlantic,South,5.25,5.083333333333333
38001,ND,North Dakota,Adams County,West North Central,North Central,2.6,2.3
38003,ND,North Dakota,Barnes County,West North Central,North Central,3.2083333333333335,3.2666666666666666
38005,ND,North Dakota,Benson County,West North Central,North Central,4.058333333333334,3.3666666666666667
38007,ND,North Dakota,Billings County,West North Central,North Central,3.1166666666666667,2.4833333333333334
38009,ND,North Dakota,Bottineau County,West North Central,North Central,4.783333333333333,3.6
38011,ND,North Dakota,Bowman County,West North Central,North Central,2.15,1.9000000000000001
38013,ND,North Dakota,Burke County,West North Central,North Central,4.5,3.95
38015,ND,North Dakota,Burleigh County,West North Central,North Central,2.558333333333333,2.216666666666667
38017,ND,North Dakota,Cass County,West North Central,North Central,2.2333333333333334,1.9333333333333333
38019,ND,North Dakota,Cavalier County,West North Central,North Central,2.7666666666666666,1.95
38021,ND,North Dakota,Dickey County,West North Central,North Central,1.95,1.7833333333333334
38023,ND,North Dakota,Divide County,West North Central,North Central,2.6166666666666667,2.1166666666666667
38025,ND,North Dakota,Dunn County,West North Central,North Central,3.058333333333333,2.583333333333333
38027,ND,North Dakota,Eddy County,West North Central,North Central,4.241666666666666,2.95
38029,ND,North Dakota,Emmons County,West North Central,North Central,4.45,3
38031,ND,North Dakota,Foster County,West North Central,North Central,3.025,2.4
38033,ND,North Dakota,Golden Valley County,West North Central,North Central,2.658333333333333,2.6666666666666665
38035,ND,North Dakota,Grand Forks County,West North Central,North Central,2.35,2.2
38037,ND,North Dakota,Grant County,West North Central,North Central,3,2.35
38039,ND,North Dakota,Griggs County,West North Central,North Central,2.7916666666666665,2.283333333333333
38041,ND,North Dakota,Hettinger County,West North Central,North Central,2.958333333333333,2.6666666666666665
38043,ND,North Dakota,Kidder County,West North Central,North Central,3.85,2.6666666666666665
38045,ND,North Dakota,LaMoure County,West North Central,North Central,2.4916666666666667,2
38047,ND,North Dakota,Logan County,West North Central,North Central,3.4333333333333336,2.9333333333333336
38049,ND,North Dakota,McHenry County,West North Central,North Central,4.816666666666666,3.833333333333333
38051,ND,North Dakota,McIntosh County,West North Central,North Central,3.158333333333333,2.533333333333333
38053,ND,North Dakota,McKenzie County,West North Central,North Central,3.6666666666666665,3.3666666666666667
38055,ND,North Dakota,McLean County,West North Central,North Central,3.55,2.8333333333333335
38057,ND,North Dakota,Mercer County,West North Central,North Central,4.441666666666666,3.5833333333333335
38059,ND,North Dakota,Morton County,West North Central,North Central,3.2333333333333334,2.716666666666667
38061,ND,North Dakota,Mountrail County,West North Central,North Central,2.95,2.8166666666666664
38063,ND,North Dakota,Nelson County,West North Central,North Central,3.4416666666666664,2.7333333333333334
38065,ND,North Dakota,Oliver County,West North Central,North Central,5.525,4.933333333333334
38067,ND,North Dakota,Pembina County,West North Central,North Central,5.091666666666667,4
38069,ND,North Dakota,Pierce County,West North Central,North Central,4.025,3.033333333333333
38071,ND,North Dakota,Ramsey County,West North Central,North Central,2.9583333333333335,2.2333333333333334
38073,ND,North Dakota,Ransom County,West North Central,North Central,2.2416666666666667,1.9833333333333334
38075,ND,North Dakota,Renville County,West North Central,North Central,3.8583333333333334,3.4
38077,ND,North Dakota,Richland County,West North Central,North Central,2.716666666666667,2.5
38079,ND,North Dakota,Rolette County,West North Central,North Central,10.916666666666666,11.016666666666666
38081,ND,North Dakota,Sargent County,West North Central,North Central,1.9166666666666667,1.75
38083,ND,North Dakota,Sheridan County,West North Central,North Central,5.925,3.9833333333333334
38085,ND,North Dakota,Sioux County,West North Central,North Central,4.316666666666666,4.816666666666666
38087,ND,North Dakota,Slope County,West North Central,North Central,2.65,2.1833333333333336
38089,ND,North Dakota,Stark County,West North Central,North Central,3.925,3.533333333333333
38091,ND,North Dakota,Steele County,West North Central,North Central,2.1083333333333334,1.9166666666666667
38093,ND,North Dakota,Stutsman County,West North Central,North Central,2.441666666666667,2.05
38095,ND,North Dakota,Towner County,West North Central,North Central,2.2583333333333333,1.9
38097,ND,North Dakota,Traill County,West North Central,North Central,2.8166666666666664,2.5833333333333335
38099,ND,North Dakota,Walsh County,West North Central,North Central,3.875,3.35
38101,ND,North Dakota,Ward County,West North Central,North Central,4.108333333333333,3.6166666666666667
38103,ND,North Dakota,Wells County,West North Central,North Central,3.9416666666666664,2.9
38105,ND,North Dakota,Williams County,West North Central,North Central,4.266666666666667,4.083333333333333
39001,OH,Ohio,Adams County,East North Central,North Central,7.583333333333333,6.85
39003,OH,Ohio,Allen County,East North Central,North Central,4.958333333333333,5.033333333333333
39005,OH,Ohio,Ashland County,East North Central,North Central,5.016666666666667,4.716666666666667
39007,OH,Ohio,Ashtabula County,East North Central,North Central,6.083333333333333,5.583333333333333
39009,OH,Ohio,Athens County,East North Central,North Central,6.366666666666666,6.633333333333333
39011,OH,Ohio,Auglaize County,East North Central,North Central,3.6999999999999997,3.716666666666667
39013,OH,Ohio,Belmont County,East North Central,North Central,7.466666666666667,6.816666666666666
39015,OH,Ohio,Brown County,East North Central,North Central,5.866666666666666,5.4
39017,OH,Ohio,Butler County,East North Central,North Central,4.491666666666666,4.45
39019,OH,Ohio,Carroll County,East North Central,North Central,6.841666666666667,6.416666666666667
