fips,state,state_name,county,division,region,ur12mo,ur6mo
39021,OH,Ohio,Champaign County,East North Central,North Central,4.483333333333333,4.55
39023,OH,Ohio,Clark County,East North Central,North Central,5.216666666666667,5.133333333333334
39025,OH,Ohio,Clermont County,East North Central,North Central,4.441666666666666,4.3
39027,OH,Ohio,Clinton County,East North Central,North Central,5.883333333333333,5.616666666666667
39029,OH,Ohio,Columbiana County,East North Central,North Central,6.7,6.4
39031,OH,Ohio,Coshocton County,East North Central,North Central,7,6.8
39033,OH,Ohio,Crawford County,East North Central,North Central,6.05,5.8
39035,OH,Ohio,Cuyahoga County,East North Central,North Central,5.383333333333333,5.666666666666666
39037,OH,Ohio,Darke County,East North Central,North Central,4.116666666666666,3.8666666666666667
39039,OH,Ohio,Defiance County,East North Central,North Central,4.975,4.75
39041,OH,Ohio,Delaware County,East North Central,North Central,3.591666666666667,3.6
39043,OH,Ohio,Erie County,East North Central,North Central,5.508333333333333,4.883333333333333
39045,OH,Ohio,Fairfield County,East North Central,North Central,4.316666666666666,4.2
39047,OH,Ohio,Fayette County,East North Central,North Central,4.533333333333333,4.183333333333334
39049,OH,Ohio,Franklin County,East North Central,North Central,4.116666666666666,4.116666666666666
39051,OH,Ohio,Fulton County,East North Central,North Central,4.641666666666667,4.233333333333333
39053,OH,Ohio,Gallia County,East North Central,North Central,6.8,6.55
39055,OH,Ohio,Geauga County,East North Central,North Central,4.333333333333333,4.433333333333334
39057,OH,Ohio,Greene County,East North Central,North Central,4.35,4.333333333333333
39059,OH,Ohio,Guernsey County,East North Central,North Central,7.05,6.416666666666667
39061,OH,Ohio,Hamilton County,East North Central,North Central,4.441666666666666,4.433333333333334
39063,OH,Ohio,Hancock County,East North Central,North Central,3.6666666666666665,3.6
39065,OH,Ohio,Hardin County,East North Central,North Central,4.925,5.15
39067,OH,Ohio,Harrison County,East North Central,North Central,7.608333333333333,7.233333333333333
39069,OH,Ohio,Henry County,East North Central,North Central,5.358333333333333,4.65
39071,OH,Ohio,Highland County,East North Central,North Central,6.325,5.966666666666667
39073,OH,Ohio,Hocking County,East North Central,North Central,5.6,5.083333333333333
39075,OH,Ohio,Holmes County,East North Central,North Central,3.558333333333333,3.6166666666666667
39077,OH,Ohio,Huron County,East North Central,North Central,6.533333333333333,5.583333333333333
39079,OH,Ohio,Jackson County,East North Central,North Central,7.858333333333333,7.266666666666667
39081,OH,Ohio,Jefferson County,East North Central,North Central,8.408333333333333,7.966666666666667
39083,OH,Ohio,Knox County,East North Central,North Central,4.708333333333333,4.416666666666667
39085,OH,Ohio,Lake County,East North Central,North Central,4.75,4.833333333333334
39087,OH,Ohio,Lawrence County,East North Central,North Central,6.525,6.4
39089,OH,Ohio,Licking County,East North Central,North Central,4.408333333333333,4.316666666666666
39091,OH,Ohio,Logan County,East North Central,North Central,4.191666666666666,4.1
39093,OH,Ohio,Lorain County,East North Central,North Central,5.858333333333333,6.016666666666667
39095,OH,Ohio,Lucas County,East North Central,North Central,5.175,5.033333333333333
39097,OH,Ohio,Madison County,East North Central,North Central,3.9333333333333336,3.783333333333333
39099,OH,Ohio,Mahoning County,East North Central,North Central,6.491666666666666,6.016666666666667
39101,OH,Ohio,Marion County,East North Central,North Central,5.108333333333333,4.9
39103,OH,Ohio,Medina County,East North Central,North Central,4.275,4.416666666666667
39105,OH,Ohio,Meigs County,East North Central,North Central,8.558333333333334,8.033333333333333
39107,OH,Ohio,Mercer County,East North Central,North Central,3.25,3.1333333333333333
39109,OH,Ohio,Miami County,East North Central,North Central,4.341666666666667,4.216666666666667
39111,OH,Ohio,Monroe County,East North Central,North Central,11.208333333333334,10.3
39113,OH,Ohio,Montgomery County,East North Central,North Central,4.925,4.883333333333334
39115,OH,Ohio,Morgan County,East North Central,North Central,8.316666666666666,7.466666666666667
39117,OH,Ohio,Morrow County,East North Central,North Central,5.083333333333333,4.75
39119,OH,Ohio,Muskingum County,East North Central,North Central,6.108333333333333,5.566666666666666
39121,OH,Ohio,Noble County,East North Central,North Central,8.616666666666667,7.949999999999999
39123,OH,Ohio,Ottawa County,East North Central,North Central,6.508333333333333,5.05
39125,OH,Ohio,Paulding County,East North Central,North Central,4.616666666666667,4.416666666666667
39127,OH,Ohio,Perry County,East North Central,North Central,6.358333333333333,5.85
39129,OH,Ohio,Pickaway County,East North Central,North Central,4.8,4.566666666666666
39131,OH,Ohio,Pike County,East North Central,North Central,7.45,7.05
39133,OH,Ohio,Portage County,East North Central,North Central,4.983333333333333,4.783333333333333
39135,OH,Ohio,Preble County,East North Central,North Central,4.7749999999999995,4.516666666666667
39137,OH,Ohio,Putnam County,East North Central,North Central,3.6666666666666665,3.4
39139,OH,Ohio,Richland County,East North Central,North Central,5.541666666666667,5.216666666666667
39141,OH,Ohio,Ross County,East North Central,North Central,5.491666666666666,5.116666666666666
39143,OH,Ohio,Sandusky County,East North Central,North Central,4.725,4.266666666666667
39145,OH,Ohio,Scioto County,East North Central,North Central,7.791666666666666,7.4
39147,OH,Ohio,Seneca County,East North Central,North Central,4.9,4.666666666666667
39149,OH,Ohio,Shelby County,East North Central,North Central,4.183333333333334,4.066666666666666
39151,OH,Ohio,Stark County,East North Central,North Central,5.45,5.2
39153,OH,Ohio,Summit County,East North Central,North Central,5.075,4.933333333333334
39155,OH,Ohio,Trumbull County,East North Central,North Central,6.875,6.316666666666666
39157,OH,Ohio,Tuscarawas County,East North Central,North Central,5.741666666666667,5.433333333333334
39159,OH,Ohio,Union County,East North Central,North Central,3.7916666666666665,3.7666666666666666
39161,OH,Ohio,Van Wert County,East North Central,North Central,4.016666666666667,3.933333333333333
39163,OH,Ohio,Vinton County,East North Central,North Central,6.958333333333333,6.266666666666667
39165,OH,Ohio,Warren County,East North Central,North Central,4.133333333333333,4.1
39167,OH,Ohio,Washington County,East North Central,North Central,6.983333333333333,6.666666666666667
39169,OH,Ohio,Wayne County,East North Central,North Central,3.958333333333333,3.9
39171,OH,Ohio,Williams County,East North Central,North Central,4.491666666666667,4.4
39173,OH,Ohio,Wood County,East North Central,North Central,4.183333333333334,4.15
39175,OH,Ohio,Wyandot County,East North Central,North Central,3.6666666666666665,3.6
40001,OK,Oklahoma,Adair County,West South Central,South,5.891666666666667,6
40003,OK,Oklahoma,Alfalfa County,West South Central,South,3.341666666666667,3.5666666666666664
40005,OK,Oklahoma,Atoka County,West South Central,South,6.658333333333333,6.866666666666667
40007,OK,Oklahoma,Beaver County,West South Central,South,3.1916666666666664,3.3166666666666664
40009,OK,Oklahoma,Beckham County,West South Central,South,7.325,7.5
40011,OK,Oklahoma,Blaine County,West South Central,South,3.8333333333333335,3.6833333333333336
40013,OK,Oklahoma,Bryan County,West South Central,South,4.366666666666667,4.4
40015,OK,Oklahoma,Caddo County,West South Central,South,5.366666666666666,5.5
40017,OK,Oklahoma,Canadian County,West South Central,South,3.975,4.166666666666667
40019,OK,Oklahoma,Carter County,West South Central,South,5.158333333333333,5.283333333333333
40021,OK,Oklahoma,Cherokee County,West South Central,South,5.375,5.7
40023,OK,Oklahoma,Choctaw County,West South Central,South,7.575,7.6
40025,OK,Oklahoma,Cimarron County,West South Central,South,2.4583333333333335,2.7333333333333334
40027,OK,Oklahoma,Cleveland County,West South Central,South,3.783333333333333,4.016666666666667
40029,OK,Oklahoma,Coal County,West South Central,South,7.575,7.75
40031,OK,Oklahoma,Comanche County,West South Central,South,4.616666666666666,4.716666666666667
40033,OK,Oklahoma,Cotton County,West South Central,South,4.783333333333333,4.916666666666666
40035,OK,Oklahoma,Craig County,West South Central,South,4.816666666666666,4.866666666666667
40037,OK,Oklahoma,Creek County,West South Central,South,5.775,6.05
40039,OK,Oklahoma,Custer County,West South Central,South,4.641666666666667,4.75
40041,OK,Oklahoma,Delaware County,West South Central,South,4.891666666666667,4.983333333333333
40043,OK,Oklahoma,Dewey County,West South Central,South,4.183333333333334,4.233333333333333
40045,OK,Oklahoma,Ellis County,West South Central,South,3.9166666666666665,3.716666666666667
40047,OK,Oklahoma,Garfield County,West South Central,South,4.341666666666667,4.45
40049,OK,Oklahoma,Garvin County,West South Central,South,5.391666666666667,5.65
40051,OK,Oklahoma,Grady County,West South Central,South,4.991666666666667,5.183333333333334
40053,OK,Oklahoma,Grant County,West South Central,South,3.3,3.0833333333333335
40055,OK,Oklahoma,Greer County,West South Central,South,7.358333333333333,7.566666666666666
40057,OK,Oklahoma,Harmon County,West South Central,South,3.875,3.6999999999999997
40059,OK,Oklahoma,Harper County,West South Central,South,3.7,4.116666666666666
40061,OK,Oklahoma,Haskell County,West South Central,South,8.341666666666667,8.616666666666667
40063,OK,Oklahoma,Hughes County,West South Central,South,7.491666666666667,7.45
40065,OK,Oklahoma,Jackson County,West South Central,South,4.458333333333333,4.516666666666667
40067,OK,Oklahoma,Jefferson County,West South Central,South,7.1,7.7
40069,OK,Oklahoma,Johnston County,West South Central,South,6.066666666666666,6.016666666666667
40071,OK,Oklahoma,Kay County,West South Central,South,6.333333333333333,6.4
40073,OK,Oklahoma,Kingfisher County,West South Central,South,3.3,3.4166666666666665
40075,OK,Oklahoma,Kiowa County,West South Central,South,5.316666666666666,5.516666666666667
40077,OK,Oklahoma,Latimer County,West South Central,South,8.691666666666666,8.966666666666667
40079,OK,Oklahoma,Le Flore County,West South Central,South,6.991666666666667,7.166666666666667
40081,OK,Oklahoma,Lincoln County,West South Central,South,5.333333333333333,5.466666666666667
40083,OK,Oklahoma,Logan County,West South Central,South,4.016666666666667,4.25
40085,OK,Oklahoma,Love County,West South Central,South,3.216666666666667,3.2
40087,OK,Oklahoma,McClain County,West South Central,South,4.108333333333333,4.266666666666667
40089,OK,Oklahoma,McCurtain County,West South Central,South,7.241666666666666,7.033333333333333
40091,OK,Oklahoma,McIntosh County,West South Central,South,8.891666666666666,8.966666666666667
40093,OK,Oklahoma,Major County,West South Central,South,4.066666666666666,4.35
40095,OK,Oklahoma,Marshall County,West South Central,South,5.108333333333333,5.133333333333334
40097,OK,Oklahoma,Mayes County,West South Central,South,5.025,5.25
40099,OK,Oklahoma,Murray County,West South Central,South,4.508333333333334,4.483333333333333
40101,OK,Oklahoma,Muskogee County,West South Central,South,5.4,5.566666666666666
40103,OK,Oklahoma,Noble County,West South Central,South,3.5416666666666665,3.7333333333333334
40105,OK,Oklahoma,Nowata County,West South Central,South,6.108333333333333,6.25
40107,OK,Oklahoma,Okfuskee County,West South Central,South,6.041666666666667,5.983333333333333
40109,OK,Oklahoma,Oklahoma County,West South Central,South,4.241666666666667,4.433333333333334
40111,OK,Oklahoma,Okmulgee County,West South Central,South,7.108333333333333,7.266666666666667
40113,OK,Oklahoma,Osage County,West South Central,South,5.741666666666666,5.883333333333333
40115,OK,Oklahoma,Ottawa County,West South Central,South,5.075,5.1
40117,OK,Oklahoma,Pawnee County,West South Central,South,6.6,6.866666666666666
40119,OK,Oklahoma,Payne County,West South Central,South,3.675,3.816666666666667
40121,OK,Oklahoma,Pittsburg County,West South Central,South,6.108333333333333,6.366666666666667
40123,OK,Oklahoma,Pontotoc County,West South Central,South,4.091666666666667,4.233333333333333
40125,OK,Oklahoma,Pottawatomie County,West South Central,South,4.658333333333333,4.833333333333333
40127,OK,Oklahoma,Pushmataha County,West South Central,South,7.45,7.433333333333334
40129,OK,Oklahoma,Roger Mills County,West South Central,South,5.258333333333333,5.316666666666666
40131,OK,Oklahoma,Rogers County,West South Central,South,4.958333333333333,5.316666666666666
40133,OK,Oklahoma,Seminole County,West South Central,South,6.95,7.183333333333334
40135,OK,Oklahoma,Sequoyah County,West South Central,South,6.366666666666667,6.3
40137,OK,Oklahoma,Stephens County,West South Central,South,9.316666666666666,10.566666666666666
40139,OK,Oklahoma,Texas County,West South Central,South,3.3916666666666666,3.533333333333333
40141,OK,Oklahoma,Tillman County,West South Central,South,4.441666666666666,4.716666666666667
40143,OK,Oklahoma,Tulsa County,West South Central,South,4.625,4.883333333333333
40145,OK,Oklahoma,Wagoner County,West South Central,South,4.716666666666667,4.95
40147,OK,Oklahoma,Washington County,West South Central,South,4.883333333333334,4.983333333333333
40149,OK,Oklahoma,Washita County,West South Central,South,7.075,7.316666666666666
40151,OK,Oklahoma,Woods County,West South Central,South,3.225,3.4333333333333336
40153,OK,Oklahoma,Woodward County,West South Central,South,6.35,6.3
41001,OR,Oregon,Baker County,Pacific,West,6.491666666666667,5.566666666666666
41003,OR,Oregon,Benton County,Pacific,West,4,4.116666666666667
41005,OR,Oregon,Clackamas County,Pacific,West,4.466666666666667,4.333333333333333
41007,OR,Oregon,Clatsop County,Pacific,West,4.883333333333334,4.433333333333334
41009,OR,Oregon,Columbia County,Pacific,West,6.316666666666666,5.983333333333333
41011,OR,Oregon,Coos County,Pacific,West,6.566666666666666,6.183333333333334
41013,OR,Oregon,Crook County,Pacific,West,7.208333333333333,6.2
41015,OR,Oregon,Curry County,Pacific,West,7.008333333333333,6.05
41017,OR,Oregon,Deschutes County,Pacific,West,5.05,4.516666666666667
41019,OR,Oregon,Douglas County,Pacific,West,6.441666666666666,6.016666666666667
41021,OR,Oregon,Gilliam County,Pacific,West,6.208333333333333,5.833333333333333
41023,OR,Oregon,Grant County,Pacific,West,7.891666666666667,5.8
41025,OR,Oregon,Harney County,Pacific,West,6.458333333333334,5.300000000000001
41027,OR,Oregon,Hood River County,Pacific,West,4.266666666666667,3.8
41029,OR,Oregon,Jackson County,Pacific,West,5.941666666666666,5.583333333333333
41031,OR,Oregon,Jefferson County,Pacific,West,6.875,5.916666666666667
41033,OR,Oregon,Josephine County,Pacific,West,6.741666666666666,6.166666666666667
41035,OR,Oregon,Klamath County,Pacific,West,7.016666666666667,6.016666666666667
41037,OR,Oregon,Lake County,Pacific,West,6.725,5.25
41039,OR,Oregon,Lane County,Pacific,West,5.208333333333333,5.083333333333333
